# AUTO-GENERATED FILE — do not edit by hand. Regenerate with: Use the Database class in src/data/db/ (db.upsert_story / db.remove_story).
StoryId|CanonicalId|Fragment
ST4020b4cfe3|CN5fa4b480fe|
ST402eb2b800|CN3eef87363e|
ST42271af95a|CN32ac34429d|
ST42271af95a|CN73262ad033|
ST42d14ec4c3|CN1add1ef309|
ST42d14ec4c3|CN3d9cc96bb6|
ST42d14ec4c3|CNc0f3698088|
ST42d14ec4c3|CNd58f961090|
ST42d14ec4c3|CNdeac380ca2|
ST42d14ec4c3|CNe5b3d36162|
ST4507ec15f2|CN080d9cf1ee|
ST4507ec15f2|CN5fa4b480fe|
ST4507ec15f2|CN9debd7bf7b|
ST4507ec15f2|CNabbb048b33|
ST4507ec15f2|CNb6ec6aa5ed|
ST4507ec15f2|CNf8bd44ef37|
ST45cd40fa17|CNc0e0175a17|
ST46368491d1|CNb6ce517916|
ST476e67c5dc|CNf9430dadc9|
ST49360d2fe5|CN15a4444bd9|
ST49360d2fe5|CN4872a2f0f8|
ST49360d2fe5|CNf9430dadc9|
ST49ecb3ad48|CN1625be7b82|
ST49ecb3ad48|CN3d60b2a09f|
ST49ecb3ad48|CNf8bd44ef37|
ST4c963dccde|CN9debd7bf7b|
ST4d6211bfa7|CN3fb05a163b|
ST4d6211bfa7|CNf2ce6e465c|
ST4df8531b70|CN27613a7538|
ST4df8531b70|CN3fb05a163b|
ST4df8531b70|CNf2ce6e465c|
ST4feece8ef3|CNf9430dadc9|
ST505bb98430|CN8aaf1313d0|
ST505bb98430|CNabbb048b33|
ST505bb98430|CNe4597f9ec7|
ST505bb98430|CNf9430dadc9|
ST5155b9f924|CNf9f0b0e9c9|
ST52edf826d3|CN01c5443111|
ST52edf826d3|CN094d03551d|
ST52f2825295|CN7cac1c0104|
ST5345dee53e|CN962665711e|
ST5386953884|CNf9f0b0e9c9|
ST54662de240|CNd58f961090|
ST548f6dfcfc|CNb6ce517916|
ST54eb45c8bd|CNc8251d848e|
ST54f892b1d7|CN32ac34429d|
ST54f892b1d7|CN536c1bd4a0|
ST54f892b1d7|CN73262ad033|
ST54f892b1d7|CNc8251d848e|
ST5761df53d9|CNf9430dadc9|
ST59c70f6bb8|CN094d03551d|
ST5c3609b356|CN32ac34429d|
ST5c3609b356|CN73262ad033|
ST5c3609b356|CNaf6b0d806b|
ST5df7531008|CN1625be7b82|
ST5df7531008|CN4872a2f0f8|
ST5df7531008|CNabbb048b33|
ST5df7531008|CNf9430dadc9|
ST60b0d7f178|CNc0e0175a17|
ST63396d71a1|CN7cac1c0104|
ST63396d71a1|CN8290196468|
ST63f89535ff|CN27613a7538|
ST63f89535ff|CN3fb05a163b|
ST63f89535ff|CNf2ce6e465c|
ST6a8656d2d5|CNc0f3698088|
ST6c7f3c64f0|CN0dce55eeab|
ST6c7f3c64f0|CNc0f3698088|
ST6da0eff435|CN1add1ef309|
ST6e643a215b|CN15a4444bd9|
ST6e643a215b|CN4872a2f0f8|
ST6e643a215b|CNf9430dadc9|
ST706cd34be8|CNe4597f9ec7|
ST706cd34be8|CNf331996372|
ST71021a603c|CN0dce55eeab|
ST7268e277f6|CN32ac34429d|
ST7268e277f6|CN6a7549d4d5|
ST7268e277f6|CN73262ad033|
ST730cc6e4e2|CNdeac380ca2|
ST733d8526a2|CNaf6b0d806b|
ST733d8526a2|CNff86d77767|
ST73719509ad|CNe4597f9ec7|
ST74ebdce495|CNb6ce517916|
ST74ebdce495|CNc0e0175a17|
ST74ebdce495|CNf331996372|
ST753c993ac6|CN8ccae8ee42|
ST753c993ac6|CNc8251d848e|
ST753c993ac6|CNdc4280e42e|
ST772cf715b3|CN080d9cf1ee|
ST772cf715b3|CNb6ec6aa5ed|
ST772cf715b3|CNf8bd44ef37|
ST787a06ac7f|CN39da901bf4|
ST787a06ac7f|CN52881db6dd|
ST789e9478b1|CN3eef87363e|
ST789e9478b1|CNe4597f9ec7|
ST789e9478b1|CNe5b3d36162|
ST78c2ccff98|CNd58f961090|
ST7986e83301|CN6c7fd4f47f|
ST7986e83301|CN8290196468|
ST7986e83301|CN925a43d42d|
ST7986e83301|CN9e7e17ea4a|
ST7986e83301|CNb6ce517916|
ST7986e83301|CNe4597f9ec7|
ST7986e83301|CNf331996372|
ST7a3506362b|CN121e052239|
ST7a3506362b|CN6c7fd4f47f|
ST7a3506362b|CNe4597f9ec7|
ST7a3506362b|CNf331996372|
ST7aa76e200d|CN3d9cc96bb6|
ST7adc6efd50|CN0dce55eeab|
ST7adc6efd50|CN3d9cc96bb6|
ST7adc6efd50|CN8976ec95a3|
ST7adc6efd50|CN8aaf1313d0|
ST7adc6efd50|CNc0f3698088|
ST7adc6efd50|CNdeac380ca2|
ST7ae48c411d|CN0dce55eeab|
ST7ae48c411d|CNc0f3698088|
ST7cb07da6d8|CN39da901bf4|
ST7cb07da6d8|CN962665711e|
ST7e4248048e|CN6a7549d4d5|
ST7e4248048e|CNabbb048b33|
ST7e4248048e|CNd58f961090|
ST7e4248048e|CNff86d77767|
ST7e934572b4|CNf9430dadc9|
ST7f02ad601d|CNd58f961090|
ST7f9e338b8f|CN0dce55eeab|
ST8104c7d306|CN2f819c5685|
ST8104c7d306|CN39da901bf4|
ST8104c7d306|CN536c1bd4a0|
ST8104c7d306|CN75fa82dd35|
ST826940e1ff|CNd58f961090|
ST829a4c1592|CN27613a7538|
ST85d2d02234|CN3fb05a163b|
ST86a4863826|CN925a43d42d|
ST86a4863826|CN9e7e17ea4a|
ST86a4863826|CNb6ce517916|
ST86dfdb07be|CNc0f3698088|
ST8a416f39aa|CN8290196468|
ST8a416f39aa|CN925a43d42d|
ST8a416f39aa|CN9e7e17ea4a|
ST8a416f39aa|CNb6ce517916|
ST8a59d2880d|CNc0f3698088|
ST8a72958805|CN9debd7bf7b|
ST8a72958805|CNe5b3d36162|
ST8a72958805|CNfac0a7f324|
ST8acf1da1c0|CNf9430dadc9|
ST8b0e5f5091|CN3d9cc96bb6|
ST8b0e5f5091|CNaf6b0d806b|
ST8b0e5f5091|CNc0f3698088|
ST8b0e5f5091|CNe5b3d36162|
ST8b0e5f5091|CNff86d77767|
ST8c0d6d8f79|CNc0e0175a17|
ST8c23c3354b|CNc26c1da353|
ST8d4bbe4211|CNc0f3698088|
ST8ebd4bd690|CN5fa4b480fe|
ST8ebd4bd690|CN6a7549d4d5|
ST8ebd4bd690|CN9debd7bf7b|
ST8ebd4bd690|CNabbb048b33|
ST8ebd4bd690|CNb6ec6aa5ed|
ST8ebd4bd690|CNf8bd44ef37|
ST8fdf4cc8f4|CN121e052239|
ST8fdf4cc8f4|CN6c7fd4f47f|
ST8fdf4cc8f4|CNe4597f9ec7|
ST8fdf4cc8f4|CNf331996372|
ST913a814bf1|CN6c7fd4f47f|
ST913a814bf1|CNdeac380ca2|
ST91aa0c2b46|CN1a43b35dfa|
ST91b0ca07d6|CN1a43b35dfa|
ST923e55cf13|CNb6ce517916|
ST925bf473b4|CN8290196468|
ST926a09bb3e|CNf9430dadc9|
ST94ef50276b|CN2f819c5685|
ST94ef50276b|CN3fb05a163b|
ST94ef50276b|CN75fa82dd35|
ST94ef50276b|CN925a43d42d|
ST94ef50276b|CN9e7e17ea4a|
ST94ef50276b|CNb6ce517916|
ST94ef50276b|CNdc4280e42e|
ST9587349a7a|CNb4bd8fc766|
ST966dd0e65f|CNf9430dadc9|
ST98dc099082|CN1625be7b82|
ST98dc099082|CN3d60b2a09f|
ST98dc099082|CNf9430dadc9|
ST9d2c20f416|CN0dce55eeab|
ST9d2c20f416|CN3d9cc96bb6|
ST9d2c20f416|CN6a7549d4d5|
ST9d2c20f416|CN8976ec95a3|
ST9d2c20f416|CN8aaf1313d0|
ST9d2c20f416|CN962665711e|
ST9d2c20f416|CNaf6b0d806b|
ST9d2c20f416|CNc0f3698088|
ST9d2c20f416|CNff86d77767|
ST9e8c1fcc46|CNf9430dadc9|
ST9e98b2b0c6|CN1add1ef309|
ST9e98b2b0c6|CNdeac380ca2|
ST9efc3bebc9|CN15a4444bd9|
ST9efc3bebc9|CN1625be7b82|
ST9efc3bebc9|CN2948f6254b|
ST9efc3bebc9|CN4872a2f0f8|
ST9efc3bebc9|CNf9430dadc9|
STa01d80c895|CN080d9cf1ee|
STa01d80c895|CNf8bd44ef37|
STa2a7b22a54|CN15a4444bd9|
STa2a7b22a54|CN4872a2f0f8|
STa2a7b22a54|CNf9430dadc9|
STa95db10869|CN1a43b35dfa|
STa95db10869|CN27613a7538|
STa95db10869|CN3fb05a163b|
STa95db10869|CN52881db6dd|
STa95db10869|CN8290196468|
STaddebc7836|CNf8bd44ef37|
STadf8a5e6d2|CN1625be7b82|
STadf8a5e6d2|CN3d60b2a09f|
STadf8a5e6d2|CNf9430dadc9|
STae2ed0a1b2|CNdc4280e42e|
STae3f78f52b|CNf331996372|
STaeadfb4dd5|CNdeac380ca2|
STaf9471cfdd|CNc0f3698088|
STb157ba96c8|CNf9430dadc9|
STb1cdbb743f|CNc8251d848e|
STb1cdbb743f|CNdc4280e42e|
STb2d65f1a8e|CNe4597f9ec7|
STb3f847602d|CN9debd7bf7b|
STb5030aad92|CNf8bd44ef37|
STb6d8aab38d|CNe4597f9ec7|
STb70436e171|CNf9430dadc9|
STb9035b7400|CNabbb048b33|
STb9571f6d08|CNdeac380ca2|
STb9725d7a12|CNabbb048b33|
STbb3f133110|CNf2ce6e465c|
STbb49fe0c5d|CN2948f6254b|
STbb49fe0c5d|CNf9430dadc9|
STbb65df5a02|CN0dce55eeab|
STbb65df5a02|CN6a7549d4d5|
STbb65df5a02|CN8976ec95a3|
STbb65df5a02|CN8aaf1313d0|
STbb65df5a02|CN962665711e|
STbb65df5a02|CNaf6b0d806b|
STbb65df5a02|CNc0f3698088|
STbb65df5a02|CNff86d77767|
STbca78faf59|CNc8251d848e|
STbd483ef94f|CN8aaf1313d0|
STbd483ef94f|CNabbb048b33|
STbd94abe6ef|CNc0f3698088|
STc07612accc|CN0cc77e9ca9|
STc07612accc|CN9debd7bf7b|
STc07612accc|CNfac0a7f324|
STc0a27351c2|CNc0f3698088|
STc0a27351c2|CNc26c1da353|
STc0a27351c2|CNe5b3d36162|
STc1104d0b3e|CN32ac34429d|
STc1104d0b3e|CN73262ad033|
STc3fb1b996a|CNc0f3698088|
STc3fb1b996a|CNe4597f9ec7|
STc3fb1b996a|CNe5b3d36162|
STc3fb1b996a|CNf9430dadc9|
STc574efb625|CN0dce55eeab|
STc574efb625|CN1add1ef309|
STc574efb625|CN8976ec95a3|
STc574efb625|CN8aaf1313d0|
STc574efb625|CNc0f3698088|
STc574efb625|CNc26c1da353|
STc574efb625|CNe5b3d36162|
STc574efb625|CNf8bd44ef37|
STc5eff9139a|CNb6ec6aa5ed|
STca6c250e6e|CN1625be7b82|
STca6c250e6e|CN8976ec95a3|
STca6c250e6e|CNc0f3698088|
STca6c250e6e|CNf9430dadc9|
STcc5fdbca5c|CN27613a7538|
STcc5fdbca5c|CNf2ce6e465c|
STcf218fa9f5|CN52881db6dd|
STcfb15cb5b4|CN121e052239|
STcfb15cb5b4|CN6c7fd4f47f|
STcfb15cb5b4|CNf331996372|
STd031c940d0|CNf9430dadc9|
STd0eed28b5a|CN3d9cc96bb6|
STd23d8d544b|CN8aaf1313d0|
STd23d8d544b|CNe5b3d36162|
STd2be7f1335|CNaf6b0d806b|
STd7f10fc996|CN967495f672|
STd855c3b2e8|CN080d9cf1ee|
STd92c2eb037|CN1625be7b82|
STd92c2eb037|CN3d60b2a09f|
STd92c2eb037|CNf9430dadc9|
STdac44259c3|CN8290196468|
STdaec47f6c9|CN094d03551d|
STdaec47f6c9|CN967495f672|
STdb0b746fe8|CN8ccae8ee42|
STdb0b746fe8|CNdc4280e42e|
STdc275763ea|CN536c1bd4a0|
STdc275763ea|CNc8251d848e|
STdc275763ea|CNdc4280e42e|
STe145ac197d|CN2f819c5685|
STe145ac197d|CN32ac34429d|
STe145ac197d|CN73262ad033|
STe145ac197d|CNc8251d848e|
STe2af42e3d4|CNff86d77767|
STe2c51d5a1c|CN5fa4b480fe|
STe7a629e2e8|CN3fb05a163b|
STe7a629e2e8|CNf2ce6e465c|
STea0d4cea09|CN121e052239|
STea737e0a2d|CN7cac1c0104|
STea737e0a2d|CN8290196468|
STea737e0a2d|CNb6ce517916|
STea737e0a2d|CNf9430dadc9|
STec28124db0|CNaf6b0d806b|
STed7de56130|CNf9430dadc9|
STed8cfc1dc4|CN094d03551d|
STeda068b535|CN6c7fd4f47f|
STeda068b535|CNf331996372|
STee09244564|CN0dce55eeab|
STef6d8b9d21|CN2f819c5685|
STef6d8b9d21|CN39da901bf4|
STef6d8b9d21|CN6a7549d4d5|
STef6d8b9d21|CN962665711e|
STeff90d0798|CN75fa82dd35|
STf22081d5c2|CN6a7549d4d5|
STf22081d5c2|CNaf6b0d806b|
STf22081d5c2|CNff86d77767|
STf35f8c6fb1|CN15a4444bd9|
STf35f8c6fb1|CN4872a2f0f8|
STf35f8c6fb1|CNf9430dadc9|
STf39ec376bd|CNf8bd44ef37|
STf5bebf6a37|CN32ac34429d|
STf5bebf6a37|CN536c1bd4a0|
STf5bebf6a37|CN73262ad033|
STf5bebf6a37|CNaf6b0d806b|
STf5bebf6a37|CNc8251d848e|
STf5bebf6a37|CNdc4280e42e|
STf81ac8e609|CN5fa4b480fe|
STf8459df1c9|CN3d60b2a09f|
STf8459df1c9|CNf9430dadc9|
STf8af34d4cf|CNaf6b0d806b|
STf92196ff1e|CN52881db6dd|
STfbcdcdb03c|CNfac0a7f324|
STfd7e06310e|CN27613a7538|
STfd7e06310e|CN3fb05a163b|
STfd7e06310e|CNf2ce6e465c|
STff37446185|CNe4597f9ec7|
STff37446185|CNf331996372|
