# AUTO-GENERATED FILE — do not edit by hand. Regenerate with: Use the Database class in src/data/db/ (db.upsert_story / db.remove_story).
StoryId|CanonicalId|Fragment
ST1ee61c8316|CNc8251d848e|
ST1ee61c8316|CNdc4280e42e|
ST20d772811c|CN121e052239|
ST20d772811c|CN6c7fd4f47f|
ST20d772811c|CNe4597f9ec7|
ST2120fb131f|CN1625be7b82|
ST2120fb131f|CN3d60b2a09f|
ST2120fb131f|CNf9430dadc9|
ST230756b4f0|CN9e7bc6878f|
ST23bffbf151|CNc0f3698088|
ST27d64f01a1|CN080d9cf1ee|
ST2bc3f45fa9|CN3d60b2a09f|
ST2df82d621c|CN8290196468|
ST2ec7977a11|CN73262ad033|
ST311aebb1b9|CNf331996372|
ST31f66ea35c|CN2f819c5685|
ST31f66ea35c|CN32ac34429d|
ST31f66ea35c|CN536c1bd4a0|
ST31f66ea35c|CN57eed2248f|
ST31f66ea35c|CN6a7549d4d5|
ST31f66ea35c|CN75fa82dd35|
ST31f66ea35c|CNaf6b0d806b|
ST31f66ea35c|CNdc4280e42e|
ST31f66ea35c|CNff86d77767|
ST3214f25ce6|CNb6ec6aa5ed|
ST35ba2102ce|CN3d9cc96bb6|
ST37b0bbc374|CN27613a7538|
ST37f229c387|CN1add1ef309|
ST38ed2092b2|CNb6ec6aa5ed|
ST39e50c14e8|CNf9430dadc9|
ST3ac42a6b1f|CN3fb05a163b|
ST3ac42a6b1f|CNf2ce6e465c|
ST3ac9e7493a|CNf9f0b0e9c9|
ST3d747dbfa2|CNd58f961090|
ST3dbfee7ba9|CN1add1ef309|
ST40216e8a9d|CN3eef87363e|
ST40216e8a9d|CNc0e0175a17|
ST40216e8a9d|CNf331996372|
ST4108687623|CNd58f961090|
ST42b55b9aa1|CN15a4444bd9|
ST42b55b9aa1|CN4872a2f0f8|
ST42b55b9aa1|CNf9430dadc9|
ST42d14ec4c3|CN1add1ef309|
ST42d14ec4c3|CN3d9cc96bb6|
ST42d14ec4c3|CNc0f3698088|
ST42d14ec4c3|CNd58f961090|
ST42d14ec4c3|CNdeac380ca2|
ST42d14ec4c3|CNe5b3d36162|
ST476e67c5dc|CNf9430dadc9|
ST479bbad163|CN6a7549d4d5|
ST479bbad163|CNaf6b0d806b|
ST479bbad163|CNff86d77767|
ST47ebecbd43|CN73262ad033|
ST4a1017738f|CN6c7fd4f47f|
ST4a1017738f|CNdeac380ca2|
ST4bd2ef0e2d|CN5fa4b480fe|
ST4bd2ef0e2d|CN6a7549d4d5|
ST4bd2ef0e2d|CN9debd7bf7b|
ST4bd2ef0e2d|CNabbb048b33|
ST4bd2ef0e2d|CNb6ec6aa5ed|
ST4bd2ef0e2d|CNf8bd44ef37|
ST4d32fd6213|CNabbb048b33|
ST5155b9f924|CNf9f0b0e9c9|
ST51b4124cd7|CNf9430dadc9|
ST51ee74ec70|CNc0f3698088|
ST5200e516d4|CNdeac380ca2|
ST5263bec686|CN121e052239|
ST5263bec686|CN6c7fd4f47f|
ST5263bec686|CNe4597f9ec7|
ST5263bec686|CNf331996372|
ST52f9f21c24|CN8aaf1313d0|
ST52f9f21c24|CNabbb048b33|
ST5386953884|CNf9f0b0e9c9|
ST54662de240|CNd58f961090|
ST54be02bbbd|CN3fb05a163b|
ST54be02bbbd|CNf2ce6e465c|
ST5558ee7c4c|CN1625be7b82|
ST5558ee7c4c|CN8976ec95a3|
ST5558ee7c4c|CNc0f3698088|
ST5558ee7c4c|CNf9430dadc9|
ST5761df53d9|CNf9430dadc9|
ST59c70f6bb8|CN094d03551d|
ST5ad7002819|CNf9430dadc9|
ST5b1cdbca69|CN52881db6dd|
ST5b5463e8e0|CN0dce55eeab|
ST5df7531008|CN1625be7b82|
ST5df7531008|CN4872a2f0f8|
ST5df7531008|CNabbb048b33|
ST5df7531008|CNf9430dadc9|
ST63ef037729|CN8aaf1313d0|
ST63ef037729|CNabbb048b33|
ST63ef037729|CNe4597f9ec7|
ST63ef037729|CNf9430dadc9|
ST65f41cd3ae|CN0dce55eeab|
ST65f41cd3ae|CNc0f3698088|
ST680475ab8e|CN15a4444bd9|
ST680475ab8e|CN4872a2f0f8|
ST680475ab8e|CNf9430dadc9|
ST6924e49909|CN2948f6254b|
ST6924e49909|CNf9430dadc9|
ST6955140ac6|CN3eef87363e|
ST6955140ac6|CNe4597f9ec7|
ST6955140ac6|CNe5b3d36162|
ST6b2ed950ac|CN27613a7538|
ST6b2ed950ac|CN3fb05a163b|
ST6b2ed950ac|CNf2ce6e465c|
ST6cb4031a65|CNc8251d848e|
ST6cb4031a65|CNdc4280e42e|
ST706cd34be8|CNe4597f9ec7|
ST706cd34be8|CNf331996372|
ST72fbe0466a|CN7cac1c0104|
ST72fbe0466a|CN8290196468|
ST72fbe0466a|CNb6ce517916|
ST72fbe0466a|CNf9430dadc9|
ST733d8526a2|CNaf6b0d806b|
ST733d8526a2|CNff86d77767|
ST756f2cc244|CNc0e0175a17|
ST76029bca83|CN536c1bd4a0|
ST76f500400b|CNe4597f9ec7|
ST7986e83301|CN6c7fd4f47f|
ST7986e83301|CN8290196468|
ST7986e83301|CN925a43d42d|
ST7986e83301|CN9e7e17ea4a|
ST7986e83301|CNb6ce517916|
ST7986e83301|CNe4597f9ec7|
ST7986e83301|CNf331996372|
ST7a3506362b|CN121e052239|
ST7a3506362b|CN6c7fd4f47f|
ST7a3506362b|CNe4597f9ec7|
ST7a3506362b|CNf331996372|
ST7aa76e200d|CN3d9cc96bb6|
ST7ae48c411d|CN0dce55eeab|
ST7ae48c411d|CNc0f3698088|
ST7bfe1edd5b|CN75fa82dd35|
ST7cb07da6d8|CN39da901bf4|
ST7cb07da6d8|CN962665711e|
ST7cb5b276d9|CN1a43b35dfa|
ST7e4e9adebf|CN3d9cc96bb6|
ST7e4e9adebf|CNaf6b0d806b|
ST7e4e9adebf|CNc0f3698088|
ST7e4e9adebf|CNe5b3d36162|
ST7e4e9adebf|CNff86d77767|
ST7e934572b4|CNf9430dadc9|
ST7f19e7c9a7|CN536c1bd4a0|
ST7f19e7c9a7|CNc8251d848e|
ST7f19e7c9a7|CNdc4280e42e|
ST7fc12cfae2|CN9debd7bf7b|
ST8104c7d306|CN2f819c5685|
ST8104c7d306|CN39da901bf4|
ST8104c7d306|CN536c1bd4a0|
ST8104c7d306|CN75fa82dd35|
ST826940e1ff|CNd58f961090|
ST844e3e8e36|CNc0f3698088|
ST844e3e8e36|CNe4597f9ec7|
ST844e3e8e36|CNe5b3d36162|
ST844e3e8e36|CNf9430dadc9|
ST84affd0412|CN080d9cf1ee|
ST84affd0412|CN5fa4b480fe|
ST84affd0412|CN9debd7bf7b|
ST84affd0412|CNb6ec6aa5ed|
ST84affd0412|CNf8bd44ef37|
ST859a07edd4|CN080d9cf1ee|
ST859a07edd4|CNb6ec6aa5ed|
ST859a07edd4|CNf8bd44ef37|
ST85d2d02234|CN3fb05a163b|
ST86a4863826|CN925a43d42d|
ST86a4863826|CN9e7e17ea4a|
ST86a4863826|CNb6ce517916|
ST8a416f39aa|CN8290196468|
ST8a416f39aa|CN925a43d42d|
ST8a416f39aa|CN9e7e17ea4a|
ST8a416f39aa|CNb6ce517916|
ST8a72958805|CN9debd7bf7b|
ST8a72958805|CNe5b3d36162|
ST8a72958805|CNfac0a7f324|
ST8acf1da1c0|CNf9430dadc9|
ST8d45814e3e|CN32ac34429d|
ST8d45814e3e|CN73262ad033|
ST8d45814e3e|CNaf6b0d806b|
ST8d4bbe4211|CNc0f3698088|
ST90f699025d|CN2948f6254b|
ST90f699025d|CNf9430dadc9|
ST925bf473b4|CN8290196468|
ST926a09bb3e|CNf9430dadc9|
ST92cc159c88|CN0dce55eeab|
ST92cc159c88|CN6a7549d4d5|
ST92cc159c88|CN8976ec95a3|
ST92cc159c88|CN8aaf1313d0|
ST92cc159c88|CN962665711e|
ST92cc159c88|CNaf6b0d806b|
ST92cc159c88|CNc0f3698088|
ST92cc159c88|CNff86d77767|
ST92ce9eae6e|CN1a43b35dfa|
ST93b7897e57|CNd58f961090|
ST94ef50276b|CN2f819c5685|
ST94ef50276b|CN3fb05a163b|
ST94ef50276b|CN75fa82dd35|
ST94ef50276b|CN925a43d42d|
ST94ef50276b|CN9e7e17ea4a|
ST94ef50276b|CNb6ce517916|
ST94ef50276b|CNdc4280e42e|
ST966dd0e65f|CNf9430dadc9|
ST9baf9d1827|CN32ac34429d|
ST9baf9d1827|CN536c1bd4a0|
ST9baf9d1827|CN73262ad033|
ST9baf9d1827|CNaf6b0d806b|
ST9baf9d1827|CNc8251d848e|
ST9baf9d1827|CNdc4280e42e|
ST9de4459c4c|CNc8251d848e|
STa06e387430|CN7cac1c0104|
STa06e387430|CN8290196468|
STa09c209240|CN01c5443111|
STa09c209240|CN094d03551d|
STa0a1f64e14|CN967495f672|
STa10534b366|CNf8bd44ef37|
STa13ceb0c12|CN0dce55eeab|
STa4733374aa|CN1625be7b82|
STa4733374aa|CN3d60b2a09f|
STa4733374aa|CNf9430dadc9|
STa75ebaa139|CN962665711e|
STa77e5dbba5|CNb6ce517916|
STa8d0c317bb|CN5fa4b480fe|
STa92613f915|CN6c7fd4f47f|
STa92613f915|CNf331996372|
STa95db10869|CN1a43b35dfa|
STa95db10869|CN27613a7538|
STa95db10869|CN3fb05a163b|
STa95db10869|CN52881db6dd|
STa95db10869|CN8290196468|
STac4ad6d6b9|CNf331996372|
STad5681f2c1|CN8290196468|
STaddebc7836|CNf8bd44ef37|
STaf9471cfdd|CNc0f3698088|
STb10d60e90c|CNc8251d848e|
STb10d60e90c|CNdc4280e42e|
STb157ba96c8|CNf9430dadc9|
STb1adfc04ce|CN121e052239|
STb2754b7fb9|CN2f819c5685|
STb2754b7fb9|CN6a7549d4d5|
STb5030aad92|CNf8bd44ef37|
STb5db08440e|CN1625be7b82|
STb5db08440e|CN3d60b2a09f|
STb5db08440e|CNf8bd44ef37|
STb64671df9e|CN5fa4b480fe|
STb6d8aab38d|CNe4597f9ec7|
STb6ea3fb4ba|CN27613a7538|
STb6ea3fb4ba|CNf2ce6e465c|
STb858af77a4|CNe4597f9ec7|
STb9571f6d08|CNdeac380ca2|
STb9725d7a12|CNabbb048b33|
STbb3f133110|CNf2ce6e465c|
STbbce2e9f18|CN1625be7b82|
STbbce2e9f18|CN3d60b2a09f|
STbbce2e9f18|CNf9430dadc9|
STbe95dc642a|CN27613a7538|
STbe95dc642a|CN3fb05a163b|
STbe95dc642a|CNf2ce6e465c|
STc07612accc|CN0cc77e9ca9|
STc07612accc|CN9debd7bf7b|
STc07612accc|CNfac0a7f324|
STc0a27351c2|CNc0f3698088|
STc0a27351c2|CNc26c1da353|
STc0a27351c2|CNe5b3d36162|
STc0db7b2c8d|CNff86d77767|
STc0de5c982c|CN27613a7538|
STc0de5c982c|CN3fb05a163b|
STc0de5c982c|CNf2ce6e465c|
STc11e23c084|CNe4597f9ec7|
STc2c5f1dd25|CNc0e0175a17|
STc36ef3b314|CNf9430dadc9|
STc574efb625|CN0dce55eeab|
STc574efb625|CN1add1ef309|
STc574efb625|CN8976ec95a3|
STc574efb625|CN8aaf1313d0|
STc574efb625|CNc0f3698088|
STc574efb625|CNc26c1da353|
STc574efb625|CNe5b3d36162|
STc574efb625|CNf8bd44ef37|
STc8adcee73d|CN080d9cf1ee|
STc8adcee73d|CN5fa4b480fe|
STc8adcee73d|CN9debd7bf7b|
STc8adcee73d|CNabbb048b33|
STc8adcee73d|CNb6ec6aa5ed|
STc8adcee73d|CNf8bd44ef37|
STc8b03468f3|CN094d03551d|
STca8d9cb9c1|CN5fa4b480fe|
STcc515762c6|CN32ac34429d|
STcc515762c6|CN536c1bd4a0|
STcc515762c6|CN73262ad033|
STcc515762c6|CNc8251d848e|
STd031c940d0|CNf9430dadc9|
STd18bf2750b|CN32ac34429d|
STd18bf2750b|CN73262ad033|
STd1d662cdf3|CN8aaf1313d0|
STd1d662cdf3|CNc0f3698088|
STd4a02b17c2|CN2f819c5685|
STd4a02b17c2|CN39da901bf4|
STd4a02b17c2|CN6a7549d4d5|
STd4a02b17c2|CN962665711e|
STdaec47f6c9|CN094d03551d|
STdaec47f6c9|CN967495f672|
STdc451bfdf8|CNc26c1da353|
STdf36b96838|CN7cac1c0104|
STe10471dd45|CNaf6b0d806b|
STe145ac197d|CN2f819c5685|
STe145ac197d|CN32ac34429d|
STe145ac197d|CN73262ad033|
STe145ac197d|CNc8251d848e|
STea49c6ee32|CN3eef87363e|
STea49c6ee32|CNf9430dadc9|
STec28124db0|CNaf6b0d806b|
STecf0adf1ac|CN0dce55eeab|
STed7de56130|CNf9430dadc9|
STedfc3d34c6|CN0dce55eeab|
STedfc3d34c6|CN3d9cc96bb6|
STedfc3d34c6|CN6a7549d4d5|
STedfc3d34c6|CN8976ec95a3|
STedfc3d34c6|CN8aaf1313d0|
STedfc3d34c6|CN962665711e|
STedfc3d34c6|CNaf6b0d806b|
STedfc3d34c6|CNc0f3698088|
STedfc3d34c6|CNff86d77767|
STee09244564|CN0dce55eeab|
STeec230bec9|CN094d03551d|
STefc179ab23|CN52881db6dd|
STf2e2d6afa7|CN121e052239|
STf2e2d6afa7|CN6c7fd4f47f|
STf2e2d6afa7|CNf331996372|
STf3ad3dbbd7|CNe4597f9ec7|
STf3ad3dbbd7|CNf331996372|
STf8459df1c9|CN3d60b2a09f|
STf8459df1c9|CNf9430dadc9|
STf8af34d4cf|CNaf6b0d806b|
STfbcdcdb03c|CNfac0a7f324|
STfbe4a9af06|CN0dce55eeab|
STfbe4a9af06|CN3d9cc96bb6|
STfbe4a9af06|CN8976ec95a3|
STfbe4a9af06|CN8aaf1313d0|
STfbe4a9af06|CNc0f3698088|
STfbe4a9af06|CNdeac380ca2|
STfc12d1aac4|CNb6ce517916|
STfc12d1aac4|CNc0e0175a17|
STfc12d1aac4|CNf331996372|
STfe53ff3e54|CN6a7549d4d5|
STfe53ff3e54|CNabbb048b33|
STfe53ff3e54|CNd58f961090|
STfe53ff3e54|CNff86d77767|
STffcf70a47e|CN3eef87363e|
