# AUTO-GENERATED FILE — do not edit by hand. Regenerate with: python3 src/data/create_weapons_csv.py
WeaponGameId|SetId|CardId|Rarity|ImageURL
WG12cb57428e|KSU|KSU004|C|https://storage.googleapis.com/fabmaster/media/images/KSU4.width-450.png
WG12cb57428e|LGS|LGS003|P|https://storage.googleapis.com/fabmaster/cardfaces/promos/LGS003.png
WG12cb57428e|OUT|OUT048|T|https://dhhim4ltzu1pj.cloudfront.net/media/images/OUT048.width-450.png
WG12cb57428e|WTR|WTR078|T|https://storage.googleapis.com/fabmaster/cardfaces/2019-WTR/WTR078.png
WG12cb57428e|WTR|WTR078|T|https://storage.googleapis.com/fabmaster/cardfaces/2020-U-WTR/U-WTR078.png
WG12cb57428e|XXX|XXX008|P|https://storage.googleapis.com/fabmaster/cardfaces/promos/XXX008.png
WG7b4332bcf9|1HP|1HP006|C|https://storage.googleapis.com/fabmaster/media/images/1HP006.width-450.png
WG7b4332bcf9|ARR|ARR002|R|https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/ARR002.webp
WG7b4332bcf9|CRU|CRU003|C|https://storage.googleapis.com/fabmaster/cardfaces/2020-CRU/CRU003.png
WG7b4332bcf9|CRU|CRU003|C|https://storage.googleapis.com/fabmaster/cardfaces/2021-U-CRU/U-CRU003.png
WG7b4332bcf9|FAB|FAB095|P|https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB095.png
WG7b4332bcf9|FAB|FAB399|P|
WG7b4332bcf9|LGS|LGS001|P|https://storage.googleapis.com/fabmaster/cardfaces/promos/LGS001.png
WG7b4332bcf9|RNR|RNR003|C|https://storage.googleapis.com/fabmaster/media/images/RNR3.width-450.png
WG7b4332bcf9|WTR|WTR003|T|https://storage.googleapis.com/fabmaster/cardfaces/2019-WTR/WTR003.png
WG7b4332bcf9|WTR|WTR003|T|https://storage.googleapis.com/fabmaster/cardfaces/2020-U-WTR/U-WTR003.png
WG7b4332bcf9|XXX|XXX005|P|https://storage.googleapis.com/fabmaster/cardfaces/promos/XXX005.png
WG6f0deb5e42|1HP|1HP303|C|https://storage.googleapis.com/fabmaster/media/images/1HP303.width-450.png
WG6f0deb5e42|ARC|ARC115|T|https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC115.png
WG6f0deb5e42|ARC|ARC115|T|https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC115.png
WG6f0deb5e42|CRU|CRU159|C|https://storage.googleapis.com/fabmaster/cardfaces/2020-CRU/CRU159.png
WG6f0deb5e42|CRU|CRU159|C|https://storage.googleapis.com/fabmaster/cardfaces/2021-U-CRU/U-CRU159.png
WG6f0deb5e42|FAB|FAB097|P|https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB097.png
WG6f0deb5e42|LGS|LGS012|P|https://storage.googleapis.com/fabmaster/cardfaces/promos/LGS012.png
WG6f0deb5e42|SBZ|SBZ002|T|https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/SBZ002.webp
WG6f0deb5e42|SIY|SIY002|C|https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/SIY002.webp
WG37501e6dd2|1HP|1HP223|C|https://storage.googleapis.com/fabmaster/media/images/1HP223.width-450.png
WG37501e6dd2|AAZ|AAZ002|C|https://storage.googleapis.com/fabmaster/cardfaces/2024-ARMORY-AAZ/EN/AAZ002.png
WG37501e6dd2|ARC|ARC040|T|https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC040.png
WG37501e6dd2|ARC|ARC040|T|https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC040.png
WG37501e6dd2|CRU|CRU120|C|https://storage.googleapis.com/fabmaster/cardfaces/2020-CRU/CRU120.png
WG37501e6dd2|CRU|CRU120|C|https://storage.googleapis.com/fabmaster/cardfaces/2021-U-CRU/U-CRU120.png
WG37501e6dd2|FAB|FAB096|P|https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB096.png
WG37501e6dd2|LGS|LGS010|P|https://storage.googleapis.com/fabmaster/cardfaces/promos/LGS010.png
WG37501e6dd2|SAZ|SAZ002|C|https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/SAZ002.webp
WG35da85d22b|1HP|1HP260|C|https://storage.googleapis.com/fabmaster/media/images/1HP260.width-450.png
WG35da85d22b|ARC|ARC077|T|https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC077.png
WG35da85d22b|ARC|ARC077|T|https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC077.png
WG35da85d22b|AVS|AVS002|C|https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/AVS002.webp
WG35da85d22b|CRU|CRU139|C|https://storage.googleapis.com/fabmaster/cardfaces/2020-CRU/CRU139.png
WG35da85d22b|CRU|CRU139|C|https://storage.googleapis.com/fabmaster/cardfaces/2021-U-CRU/U-CRU139.png
WG35da85d22b|LGS|LGS011|P|https://storage.googleapis.com/fabmaster/cardfaces/promos/LGS011.png
WG91867884d8|1HP|1HP184|C|https://storage.googleapis.com/fabmaster/media/images/1HP184.width-450.png
WG91867884d8|ARC|ARC003|T|https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC003.png
WG91867884d8|ARC|ARC003|T|https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC003.png
WG91867884d8|CRU|CRU100|C|https://storage.googleapis.com/fabmaster/cardfaces/2020-CRU/CRU100.png
WG91867884d8|CRU|CRU100|C|https://storage.googleapis.com/fabmaster/cardfaces/2021-U-CRU/U-CRU100.png
WG91867884d8|FAB|FAB144|P|https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB144.png
WG91867884d8|LGS|LGS009|P|https://storage.googleapis.com/fabmaster/cardfaces/promos/LGS009.png
WGaddc87a82c|1HP|1HP304|R|https://storage.googleapis.com/fabmaster/media/images/1HP304.width-450.png
WGaddc87a82c|CRU|CRU160|R|https://storage.googleapis.com/fabmaster/cardfaces/2020-CRU/CRU160.png
WGaddc87a82c|CRU|CRU160|R|https://storage.googleapis.com/fabmaster/cardfaces/2021-U-CRU/U-CRU160.png
WG086719035e|1HP|1HP141|R|https://storage.googleapis.com/fabmaster/media/images/1HP141.width-450.png
WG086719035e|1HP|1HP142|R|https://storage.googleapis.com/fabmaster/media/images/1HP142.width-450.png
WG086719035e|CRU|CRU079|R|https://storage.googleapis.com/fabmaster/cardfaces/2020-CRU/CRU079.png
WG086719035e|CRU|CRU079|R|https://storage.googleapis.com/fabmaster/cardfaces/2021-U-CRU/U-CRU079.png
WG086719035e|CRU|CRU080|R|https://storage.googleapis.com/fabmaster/cardfaces/2020-CRU/CRU080.png
WG086719035e|CRU|CRU080|R|https://storage.googleapis.com/fabmaster/cardfaces/2021-U-CRU/U-CRU080.png
WG086719035e|FAB|FAB184|P|https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB184.png
WG086719035e|FAB|FAB185|P|https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB185.png
WG086719035e|HVY|HVY094|T|https://storage.googleapis.com/fabmaster/cardfaces/2023-HVY/EN/HVY094.png
WG086719035e|KSI|KSI002|C|https://storage.googleapis.com/fabmaster/cardfaces/2023-HVY-KSI/EN/KSI002.png
WG086719035e|OLA|OLA002|C|https://storage.googleapis.com/fabmaster/cardfaces/2023-HVY-OLA/EN/OLA002.png
WG219268ac24|1HP|1HP004|R|https://storage.googleapis.com/fabmaster/media/images/1HP004.width-450.png
WG219268ac24|1HP|1HP005|R|https://storage.googleapis.com/fabmaster/media/images/1HP005.width-450.png
WG219268ac24|AKO|AKO002|R|https://storage.googleapis.com/fabmaster/cardfaces/2024-ARMORY-AKO/EN/AKO002.png
WG219268ac24|CRU|CRU004|R|https://storage.googleapis.com/fabmaster/cardfaces/2020-CRU/CRU004.png
WG219268ac24|CRU|CRU004|R|https://storage.googleapis.com/fabmaster/cardfaces/2021-U-CRU/U-CRU004.png
WG219268ac24|CRU|CRU005|R|https://storage.googleapis.com/fabmaster/cardfaces/2020-CRU/CRU005.png
WG219268ac24|CRU|CRU005|R|https://storage.googleapis.com/fabmaster/cardfaces/2021-U-CRU/U-CRU005.png
WG219268ac24|HVY|HVY005|T|https://storage.googleapis.com/fabmaster/cardfaces/2023-HVY/EN/HVY005.png
WG219268ac24|RHI|RHI003|C|https://storage.googleapis.com/fabmaster/cardfaces/2023-HVY-RNR/EN/RNR003.png
WG219268ac24|SKA|SKA002|R|https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/SKA002.webp
WGe2ebd630f8|1HP|1HP183|R|https://storage.googleapis.com/fabmaster/media/images/1HP183.width-450.png
WGe2ebd630f8|CRU|CRU101|R|https://storage.googleapis.com/fabmaster/cardfaces/2020-CRU/CRU101.png
WGe2ebd630f8|CRU|CRU101|R|https://storage.googleapis.com/fabmaster/cardfaces/2021-U-CRU/U-CRU101.png
WGe2ebd630f8|SDA|SDA002|R|https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/SDA002.webp
WGfba8f9ee68|1HP|1HP261|R|https://storage.googleapis.com/fabmaster/media/images/1HP261.width-450.png
WGfba8f9ee68|CON|CON003|V|https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/CON003-RF.webp
WGfba8f9ee68|CRU|CRU140|R|https://storage.googleapis.com/fabmaster/cardfaces/2020-CRU/CRU140.png
WGfba8f9ee68|CRU|CRU140|R|https://storage.googleapis.com/fabmaster/cardfaces/2021-U-CRU/U-CRU140.png
WGfba8f9ee68|SVI|SVI002|R|https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/SVI002.webp
WGd05f247b45|1HP|1HP224|R|https://storage.googleapis.com/fabmaster/media/images/1HP224.width-450.png
WGd05f247b45|CRU|CRU121|R|https://storage.googleapis.com/fabmaster/cardfaces/2020-CRU/CRU121.png
WGd05f247b45|CRU|CRU121|R|https://storage.googleapis.com/fabmaster/cardfaces/2021-U-CRU/U-CRU121.png
WG33fd437174|1HP|1HP046|R|https://storage.googleapis.com/fabmaster/media/images/1HP046.width-450.png
WG33fd437174|CRU|CRU024|R|https://storage.googleapis.com/fabmaster/cardfaces/2020-CRU/CRU024.png
WG33fd437174|CRU|CRU024|R|https://storage.googleapis.com/fabmaster/cardfaces/2021-U-CRU/U-CRU024.png
WG33fd437174|SBR|SBR002|R|https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/SBR002.webp
WG5197b184cd|1HP|1HP367|R|https://storage.googleapis.com/fabmaster/media/images/1HP367.width-450.png
WG5197b184cd|CRU|CRU177|R|https://storage.googleapis.com/fabmaster/cardfaces/2020-CRU/CRU177.png
WG5197b184cd|CRU|CRU177|R|https://storage.googleapis.com/fabmaster/cardfaces/2021-U-CRU/U-CRU177.png
WG5197b184cd|SDA|SDA003|R|https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/SDA003.webp
WG3d25624da0|1HP|1HP093|R|https://storage.googleapis.com/fabmaster/media/images/1HP093.width-450.png
WG3d25624da0|1HP|1HP094|R|https://storage.googleapis.com/fabmaster/media/images/1HP094.width-450.png
WG3d25624da0|CRU|CRU051|R|https://storage.googleapis.com/fabmaster/media/images/CRU51.width-450.png
WG3d25624da0|CRU|CRU051|R|https://storage.googleapis.com/fabmaster/media/images/CRU051_Zephyr_Needle.width-10000.png
WG3d25624da0|CRU|CRU052|R|https://storage.googleapis.com/fabmaster/cardfaces/2020-CRU/CRU052.png
WG3d25624da0|CRU|CRU052|R|https://storage.googleapis.com/fabmaster/media/images/CRU052_Zephyr_Needle.width-10000.png
WGd1cef20cc0|FAB|FAB255|P|https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB255.png
WGd1cef20cc0|MON|MON229|M|https://storage.googleapis.com/fabmaster/media/images/MON229.width-450.png
WGd1cef20cc0|MON|MON229|M|https://storage.googleapis.com/fabmaster/media/images/U-MON229.width-450.png
WGb37cc67131|CHN|CHN003|C|https://storage.googleapis.com/fabmaster/media/images/CHN003.width-450.png
WGb37cc67131|LGS|LGS046|P|https://storage.googleapis.com/fabmaster/cardfaces/promos/LGS046.png
WGb37cc67131|MON|MON155|T|https://storage.googleapis.com/fabmaster/media/images/MON155.width-450.png
WGb37cc67131|MON|MON155|T|https://storage.googleapis.com/fabmaster/cardfaces/2021-MON/MON155-CF.png
WGb37cc67131|MON|MON155|T|https://storage.googleapis.com/fabmaster/media/images/U-MON155.width-450.png
WGfe32dc21a9|BOL|BOL003|C|https://storage.googleapis.com/fabmaster/media/images/BOL003.width-450.png
WGfe32dc21a9|LGS|LGS049|P|https://storage.googleapis.com/fabmaster/cardfaces/promos/LGS049.png
WGfe32dc21a9|MON|MON105|T|https://storage.googleapis.com/fabmaster/media/images/MON105.width-450.png
WGfe32dc21a9|MON|MON105|T|https://storage.googleapis.com/fabmaster/media/images/U-MON105.width-450.png
WG6501a1bad4|BOL|BOL004|C|https://storage.googleapis.com/fabmaster/media/images/BOL004.width-450.png
WG6501a1bad4|LGS|LGS050|P|https://storage.googleapis.com/fabmaster/cardfaces/promos/LGS050.png
WG6501a1bad4|MON|MON106|T|https://storage.googleapis.com/fabmaster/media/images/MON106.width-450.png
WG6501a1bad4|MON|MON106|T|https://storage.googleapis.com/fabmaster/media/images/U-MON106.width-450.png
WG522c5e1459|FAB|FAB186|P|https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB186.png
WG522c5e1459|MON|MON121|M|https://storage.googleapis.com/fabmaster/media/images/MON121.width-450.png
WG522c5e1459|MON|MON121|M|https://storage.googleapis.com/fabmaster/media/images/U-MON121.width-450.png
WGcabfd78e27|FAB|FAB098|P|https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB098.png
WGcabfd78e27|FAB|FAB156|P|https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB156.png
WGcabfd78e27|LGS|LGS048|P|https://storage.googleapis.com/fabmaster/cardfaces/promos/LGS048.png
WGcabfd78e27|MON|MON088|T|https://storage.googleapis.com/fabmaster/media/images/MON088.width-450.png
WGcabfd78e27|MON|MON088|T|https://storage.googleapis.com/fabmaster/media/images/U-MON088.width-450.png
WGcabfd78e27|PSM|PSM003|C|https://storage.googleapis.com/fabmaster/media/images/PSM003.width-450.png
WG3779943366|APR|APR002|M|https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/APR002.webp
WG3779943366|CON|CON001|V|https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/CON001-RF.webp
WG3779943366|FAB|FAB109|P|https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB109.png
WG3779943366|MON|MON003|M|https://storage.googleapis.com/fabmaster/media/images/MON003.width-450.png
WG3779943366|MON|MON003|M|https://storage.googleapis.com/fabmaster/media/images/U-MON003.width-450.png
WG45cc5a1e97|LEV|LEV003|C|https://storage.googleapis.com/fabmaster/media/images/LEV003.width-450.png
WG45cc5a1e97|LGS|LGS047|P|https://storage.googleapis.com/fabmaster/cardfaces/promos/LGS047.png
WG45cc5a1e97|MON|MON221|T|https://storage.googleapis.com/fabmaster/media/images/MON221.width-450.png
WG45cc5a1e97|MON|MON221|T|https://storage.googleapis.com/fabmaster/media/images/U-MON221.width-450.png
WGb3f31675c0|ASB|ASB002|M|https://storage.googleapis.com/fabmaster/cardfaces/2024-ARMORY-ASB/EN/ASB002.png
WGb3f31675c0|FAB|FAB145|P|https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB145.png
WGb3f31675c0|MON|MON031|M|https://storage.googleapis.com/fabmaster/media/images/MON031.width-450.png
WGb3f31675c0|MON|MON031|M|https://storage.googleapis.com/fabmaster/media/images/U-MON031.width-450.png
WGb3f31675c0|SBL|SBL002|R|https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/SBL002.webp
WG34b931e52e|ELE|ELE223|M|https://storage.googleapis.com/fabmaster/media/images/ELE223.width-450.png
WG34b931e52e|ELE|ELE223|M|https://storage.googleapis.com/fabmaster/media/images/U-ELE223.width-450.png
WG769fa4cd13|BRI|BRI004|C|https://storage.googleapis.com/fabmaster/media/images/BRI004.width-450.png
WG769fa4cd13|ELE|ELE222|T|https://storage.googleapis.com/fabmaster/media/images/ELE222.width-450.png
WG769fa4cd13|ELE|ELE222|T|https://storage.googleapis.com/fabmaster/media/images/U-ELE222.width-450.png
WG769fa4cd13|FAB|FAB099|P|https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB099.png
WG769fa4cd13|LGS|LGS068|P|https://storage.googleapis.com/fabmaster/cardfaces/promos/LGS068.png
WG769fa4cd13|ROS|ROS256|V|https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS256-MV.png
WG769fa4cd13|ROS|ROS256|V|https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS256-MV_BACK.png
WG8c30d8643d|ELE|ELE033|T|https://storage.googleapis.com/fabmaster/media/images/ELE033.width-450.png
WG8c30d8643d|ELE|ELE033|T|https://storage.googleapis.com/fabmaster/media/images/U-ELE033.width-450.png
WG8c30d8643d|LGS|LGS067|P|https://storage.googleapis.com/fabmaster/cardfaces/promos/LGS067.png
WG8c30d8643d|LXI|LXI002|C|https://storage.googleapis.com/fabmaster/media/images/LXI002.width-450.png
WGc01f652ea1|ELE|ELE202|T|https://storage.googleapis.com/fabmaster/media/images/ELE202.width-450.png
WGc01f652ea1|ELE|ELE202|T|https://storage.googleapis.com/fabmaster/media/images/U-ELE202.width-450.png
WGc01f652ea1|LGS|LGS066|P|https://storage.googleapis.com/fabmaster/cardfaces/promos/LGS066.png
WGc01f652ea1|OLD|OLD002|C|https://storage.googleapis.com/fabmaster/media/images/OLD002.width-450.png
WGc01f652ea1|SBR|SBR003|C|https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/SBR003.webp
WGc01f652ea1|SLY|SLY002|T|https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/SLY002.webp
WG42ea4040ce|ELE|ELE034|M|https://storage.googleapis.com/fabmaster/media/images/ELE034.width-450.png
WG42ea4040ce|ELE|ELE034|M|https://storage.googleapis.com/fabmaster/media/images/U-ELE034.width-450.png
WG42ea4040ce|FAB|FAB075|P|https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB075.png
WGcf8382646f|ELE|ELE003|M|https://storage.googleapis.com/fabmaster/media/images/ELE003.width-450.png
WGcf8382646f|ELE|ELE003|M|https://storage.googleapis.com/fabmaster/media/images/U-ELE003.width-450.png
WG8802a16e17|EVR|EVR087|M|https://storage.googleapis.com/fabmaster/media/images/EVR087.width-450.png
WGca8d23816a|EVR|EVR121|M|https://storage.googleapis.com/fabmaster/media/images/EVR121.width-450.png
WG275d5cb51a|RVD|RVD002|C|https://storage.googleapis.com/fabmaster/media/images/RVD002.width-450.png
WG3e1892fc77|DDD|DDD002|C|https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/DDD002.webp
WG3e1892fc77|DVR|DVR002|M|https://storage.googleapis.com/fabmaster/media/images/DVR002.width-450.png
WG3e1892fc77|MPW|MPW002|B|https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW002.webp
WGdb39131f3e|FAB|FAB147|P|https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB147.png
WGdb39131f3e|FAI|FAI002|C|https://d2wlb52bya4y8z.cloudfront.net/media/cards/large/FAI002.webp
WGdb39131f3e|LGS|LGS105|P|https://storage.googleapis.com/fabmaster/cardfaces/promos/LGS105.png
WGdb39131f3e|SFA|SFA002|C|https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/SFA002.webp
WGdb39131f3e|UPR|UPR046|T|https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR046.png
WGa213fd92dd|DRO|DRO004|C|https://storage.googleapis.com/fabmaster/media/images/DRO004.width-450.png
WGa213fd92dd|LGS|LGS107|P|https://storage.googleapis.com/fabmaster/cardfaces/promos/LGS107.png
WGa213fd92dd|UPR|UPR003|T|https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR003.png
WGa20cfd8d54|LGS|LGS109|P|https://storage.googleapis.com/fabmaster/cardfaces/promos/LGS109.png
WGa20cfd8d54|UPR|UPR165|T|https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR165.png
WG596a1867ff|DYN|DYN172|R|https://storage.googleapis.com/fabmaster/cardfaces/2022-DYN/EN/DYN172.png
WG6fdbd9eb40|DYN|DYN088|M|https://storage.googleapis.com/fabmaster/cardfaces/2022-DYN/EN/DYN088.png
WG6fdbd9eb40|DYN|DYN088|V|https://storage.googleapis.com/fabmaster/cardfaces/2022-DYN/EN/DYN088_Marvel.png
WGc786483d2b|DYN|DYN067|M|https://storage.googleapis.com/fabmaster/cardfaces/2022-DYN/EN/DYN067.png
WGc786483d2b|FAB|FAB137|P|https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB137.png
WGae3ce99776|DYN|DYN068|M|https://storage.googleapis.com/fabmaster/cardfaces/2022-DYN/EN/DYN068.png
WGae3ce99776|DYN|DYN068|V|https://storage.googleapis.com/fabmaster/cardfaces/2022-DYN/EN/DYN068_Marvel.png
WGfd7e905bf1|DYN|DYN092|M|https://storage.googleapis.com/fabmaster/cardfaces/2022-DYN/EN/DYN092_Back.png
WGfd7e905bf1|DYN|DYN092|V|https://storage.googleapis.com/fabmaster/cardfaces/2022-DYN/EN/DYN092_Marvel_Back.png
WGfd7e905bf1|GEM|GEM119|P|https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/GEM119_BACK.webp
WGbfd0e2496b|DYN|DYN069|R|https://storage.googleapis.com/fabmaster/cardfaces/2022-DYN/EN/DYN069.png
WGbfd0e2496b|DYN|DYN070|R|https://storage.googleapis.com/fabmaster/cardfaces/2022-DYN/EN/DYN070.png
WGbfd0e2496b|LGS|LGS112|P|https://storage.googleapis.com/fabmaster/cardfaces/promos/LGS112.png
WGdd69ed08a0|DYN|DYN005|M|https://storage.googleapis.com/fabmaster/cardfaces/2022-DYN/EN/DYN005.png
WGdd69ed08a0|DYN|DYN005|V|https://storage.googleapis.com/fabmaster/cardfaces/2022-DYN/EN/DYN005_Marvel.png
WGdd69ed08a0|GEM|GEM078|P|https://d2wlb52bya4y8z.cloudfront.net/media/cards/large/GEM078.webp
WGd42364dc8d|DYN|DYN151|M|https://storage.googleapis.com/fabmaster/cardfaces/2022-DYN/EN/DYN151.png
WGd42364dc8d|DYN|DYN151|V|https://storage.googleapis.com/fabmaster/cardfaces/2022-DYN/EN/DYN151_Marvel.png
WG341e63c0a5|DYN|DYN193|R|https://storage.googleapis.com/fabmaster/cardfaces/2022-DYN/EN/DYN193.png
WG14efb98bf3|AAC|AAC003|R|https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/AAC003.webp
WG14efb98bf3|ARA|ARA002|C|https://storage.googleapis.com/fabmaster/cardfaces/2023-OUT-ARA/EN/ARA002.png
WG14efb98bf3|ARK|ARK002|R|https://d2wlb52bya4y8z.cloudfront.net/media/cards/large/ARK002.webp
WG14efb98bf3|DYN|DYN115|R|https://storage.googleapis.com/fabmaster/cardfaces/2022-DYN/EN/DYN115.png
WG14efb98bf3|DYN|DYN116|R|https://storage.googleapis.com/fabmaster/cardfaces/2022-DYN/EN/DYN116.png
WG14efb98bf3|LGS|LGS111|P|https://storage.googleapis.com/fabmaster/cardfaces/promos/LGS111.png
WG14efb98bf3|OUT|OUT004|T|https://dhhim4ltzu1pj.cloudfront.net/media/images/OUT004.width-450.png
