# AUTO-GENERATED FILE — do not edit by hand. Regenerate with: Use the Database class in src/data/db/ (db.upsert_story / db.remove_story).
StoryId|RegionId
ST733d8526a2|RG48803cad0f
ST73b2d2c11f|RG48803cad0f
ST756f2cc244|RGb2d75101c8
ST76029bca83|RG48803cad0f
ST76029bca83|RG58cc047b16
ST76029bca83|RG6cd31a74b6
ST76f500400b|RG58cc047b16
ST78e973d408|RG8bc7b8bb1d
ST7aa76e200d|RG615666dae9
ST7ae48c411d|RG8bc7b8bb1d
ST7bfe1edd5b|RG48803cad0f
ST7e4e9adebf|RG615666dae9
ST7e4e9adebf|RG8bc7b8bb1d
ST7e4e9adebf|RG8ee35f0ddd
ST7e934572b4|RG8e23bdd8e8
ST7ebf5e4ab1|RG48803cad0f
ST7f19e7c9a7|RG48803cad0f
ST7fc12cfae2|RG8ee35f0ddd
ST80f04cf53a|RGb2d75101c8
ST8438f33a62|RG48803cad0f
ST844e3e8e36|RG615666dae9
ST844e3e8e36|RG8bc7b8bb1d
ST844e3e8e36|RG8e23bdd8e8
ST844e3e8e36|RG8ee35f0ddd
ST84affd0412|RG8e23bdd8e8
ST84affd0412|RG8ee35f0ddd
ST86a4863826|RG58cc047b16
ST86a4863826|RG8bc7b8bb1d
ST86a4863826|RGb2d75101c8
ST8acf1da1c0|RG615666dae9
ST8acf1da1c0|RG8e23bdd8e8
ST8acf1da1c0|RG8ee35f0ddd
ST8d45814e3e|RG48803cad0f
ST8d4bbe4211|RG58cc047b16
ST8d4bbe4211|RG615666dae9
ST8d4bbe4211|RG8e23bdd8e8
ST90f699025d|RG8e23bdd8e8
ST925bf473b4|RGb2d75101c8
ST926a09bb3e|RG8e23bdd8e8
ST92cc159c88|RG48803cad0f
ST92cc159c88|RG615666dae9
ST92cc159c88|RG8bc7b8bb1d
ST92ce9eae6e|RG6cd31a74b6
ST93b7897e57|RG8bc7b8bb1d
ST9baf9d1827|RG48803cad0f
ST9c9a2a78ab|RG6cd31a74b6
ST9f02102d59|RG8ee35f0ddd
STa06e387430|RG05a2281d01
STa06e387430|RG58cc047b16
STa06e387430|RGb2d75101c8
STa09c209240|RG05a2281d01
STa0a1f64e14|RG05a2281d01
STa13ceb0c12|RG615666dae9
STa4733374aa|RG8e23bdd8e8
STa75ebaa139|RG48803cad0f
STa77e5dbba5|RGb2d75101c8
STac4ad6d6b9|RG58cc047b16
STad5681f2c1|RG58cc047b16
STad5681f2c1|RG6cd31a74b6
STad5681f2c1|RGb2d75101c8
STadb79211cf|RG05a2281d01
STaddebc7836|RG8ee35f0ddd
STae10e759c1|RG8e23bdd8e8
STae2ed0a1b2|RG48803cad0f
STaf9471cfdd|RG48803cad0f
STaf9471cfdd|RG58cc047b16
STaf9471cfdd|RG615666dae9
STb10d60e90c|RG48803cad0f
STb157ba96c8|RG8e23bdd8e8
STb2754b7fb9|RG48803cad0f
STb2d2e3f4cd|RG6cd31a74b6
STb4ad98f9c9|RG615666dae9
STb5030aad92|RG615666dae9
STb5db08440e|RG48803cad0f
STb5db08440e|RG58cc047b16
STb5db08440e|RG615666dae9
STb5db08440e|RG6cd31a74b6
STb5db08440e|RG8bc7b8bb1d
STb5db08440e|RG8e23bdd8e8
STb5db08440e|RG8ee35f0ddd
STb5db08440e|RGb2d75101c8
STb6d8aab38d|RG58cc047b16
STb6ea3fb4ba|RG6cd31a74b6
STb858af77a4|RG58cc047b16
STb8ae9bcb0d|RG58cc047b16
STb95470854b|RG48803cad0f
STb9571f6d08|RG8bc7b8bb1d
STb9725d7a12|RG8ee35f0ddd
STbca78faf59|RG48803cad0f
STbcc569cc74|RGb2d75101c8
STbe95dc642a|RG6cd31a74b6
STc07612accc|RG8ee35f0ddd
STc0bfeaca8f|RG05a2281d01
STc0db7b2c8d|RG48803cad0f
STc11e23c084|RG58cc047b16
STc2c5f1dd25|RG58cc047b16
STc2c5f1dd25|RGb2d75101c8
STc36ef3b314|RGb2d75101c8
STc4978ed0c7|RG615666dae9
STc8adcee73d|RG8e23bdd8e8
STc8adcee73d|RG8ee35f0ddd
STc8b03468f3|RG05a2281d01
STca8d9cb9c1|RG8ee35f0ddd
STca9960ed48|RG6cd31a74b6
STcc515762c6|RG48803cad0f
STcd5a0fd3f6|RGb2d75101c8
STcfa928a865|RG8e23bdd8e8
STcfcaaa4ba7|RG48803cad0f
STd031c940d0|RG8e23bdd8e8
STd18bf2750b|RG48803cad0f
STd1d662cdf3|RG615666dae9
STd1d662cdf3|RG8bc7b8bb1d
STd27f5159c1|RG8bc7b8bb1d
STd4a02b17c2|RG48803cad0f
STd4a02b17c2|RG615666dae9
STd4c3ab4a99|RG58cc047b16
STdaec47f6c9|RG05a2281d01
STdb68f46804|RG48803cad0f
STdb68f46804|RG615666dae9
STdb68f46804|RG6cd31a74b6
STdc451bfdf8|RG615666dae9
STdc451bfdf8|RG8e23bdd8e8
STdc7f1615c9|RG615666dae9
STdfa96a62e2|RG6cd31a74b6
STe03e748825|RG48803cad0f
STe0d72f1259|RG05a2281d01
STe10471dd45|RG48803cad0f
STea49c6ee32|RG8e23bdd8e8
STeb8331b376|RG8e23bdd8e8
STebbf4e1b8a|RG48803cad0f
STecf0adf1ac|RG615666dae9
STed7de56130|RG8e23bdd8e8
STedfc3d34c6|RG48803cad0f
STedfc3d34c6|RG615666dae9
STedfc3d34c6|RG8bc7b8bb1d
STee09244564|RG615666dae9
STee1792caf0|RG58cc047b16
STeec230bec9|RG05a2281d01
STefc179ab23|RG615666dae9
STefc179ab23|RG6cd31a74b6
STefc179ab23|RG8bc7b8bb1d
STefc179ab23|RG8e23bdd8e8
STf2e2d6afa7|RG58cc047b16
STf2e2d6afa7|RGb2d75101c8
STf3ad3dbbd7|RG58cc047b16
STf59a66d341|RG48803cad0f
STf845bb75e2|RG8bc7b8bb1d
STf8af34d4cf|RG48803cad0f
STfb19d95cfe|RG05a2281d01
STfbcdcdb03c|RG615666dae9
STfbe4a9af06|RG615666dae9
STfbe4a9af06|RG8bc7b8bb1d
STfc12d1aac4|RG58cc047b16
STfc12d1aac4|RGb2d75101c8
STfe53ff3e54|RG48803cad0f
STfe53ff3e54|RG8ee35f0ddd
