# AUTO-GENERATED FILE — do not edit by hand. Regenerate with: python3 src/data/create_equipment_csv.py
EquipmentGameId|SetId|CardId|Rarity|ImageURL
EG94f13c4dfa|BRI|BRI006|C|https://storage.googleapis.com/fabmaster/media/images/BRI006.width-450.png
EG94f13c4dfa|FAB|FAB063|P|https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB063.png
EG94f13c4dfa|KSU|KSU006|C|https://storage.googleapis.com/fabmaster/media/images/KSU6.width-450.png
EG94f13c4dfa|MPG|MPG119|C|https://d2wlb52bya4y8z.cloudfront.net/media/cards/large/MPG119.webp
EG94f13c4dfa|PSM|PSM005|C|https://storage.googleapis.com/fabmaster/media/images/PSM005.width-450.png
EG94f13c4dfa|WTR|WTR152|C|https://storage.googleapis.com/fabmaster/cardfaces/2019-WTR/WTR152.png
EG94f13c4dfa|WTR|WTR152|C|https://storage.googleapis.com/fabmaster/cardfaces/2020-U-WTR/U-WTR152.png
EGe4fa56ba31|1HP|1HP048|C|https://storage.googleapis.com/fabmaster/media/images/1HP048.width-450.png
EGe4fa56ba31|BVO|BVO004|C|https://storage.googleapis.com/fabmaster/media/images/BVO4.width-450.png
EGe4fa56ba31|MPG|MPG005|C|https://d2wlb52bya4y8z.cloudfront.net/media/cards/large/MPG005.webp
EGe4fa56ba31|OLD|OLD004|C|https://storage.googleapis.com/fabmaster/media/images/OLD004.width-450.png
EGe4fa56ba31|WTR|WTR042|C|https://storage.googleapis.com/fabmaster/cardfaces/2019-WTR/WTR042.png
EGe4fa56ba31|WTR|WTR042|C|https://storage.googleapis.com/fabmaster/cardfaces/2020-U-WTR/U-WTR042.png
EG6ef5c3787c|1HP|1HP350|C|https://storage.googleapis.com/fabmaster/media/images/1HP350.width-450.png
EG6ef5c3787c|FAI|FAI003|C|https://d2wlb52bya4y8z.cloudfront.net/media/cards/large/FAI003.webp
EG6ef5c3787c|LSS|LSS012|P|https://d2wlb52bya4y8z.cloudfront.net/media/cards/large/LSS012_BACK.webp
EG6ef5c3787c|MPG|MPG118|C|https://d2wlb52bya4y8z.cloudfront.net/media/cards/large/MPG118.webp
EG6ef5c3787c|SDA|SDA005|C|https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/SDA005.webp
EG6ef5c3787c|SFA|SFA004|C|https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/SFA004.webp
EG6ef5c3787c|TEA|TEA004|C|https://storage.googleapis.com/fabmaster/media/images/TEA4.width-450.png
EG6ef5c3787c|WTR|WTR151|C|https://storage.googleapis.com/fabmaster/cardfaces/2019-WTR/WTR151.png
EG6ef5c3787c|WTR|WTR151|C|https://storage.googleapis.com/fabmaster/cardfaces/2020-U-WTR/U-WTR151.png
EGc6b1c07251|1HP|1HP344|C|https://storage.googleapis.com/fabmaster/media/images/1HP344.width-450.png
EGc6b1c07251|BRI|BRI007|C|https://storage.googleapis.com/fabmaster/media/images/BRI007.width-450.png
EGc6b1c07251|MPG|MPG124|C|https://d2wlb52bya4y8z.cloudfront.net/media/cards/large/MPG124.webp
EGc6b1c07251|OXO|OXO003|P|https://storage.googleapis.com/fabmaster/media/images/IRONROT03.width-450.png
EGc6b1c07251|RNR|RNR006|C|https://storage.googleapis.com/fabmaster/media/images/RNR6.width-450.png
EGc6b1c07251|TEA|TEA006|C|https://storage.googleapis.com/fabmaster/media/images/TEA6.width-450.png
EGc6b1c07251|WTR|WTR157|C|https://storage.googleapis.com/fabmaster/cardfaces/2019-WTR/WTR157.png
EGc6b1c07251|WTR|WTR157|C|https://storage.googleapis.com/fabmaster/cardfaces/2020-U-WTR/U-WTR157.png
EGfdb4702a7c|1HP|1HP342|C|https://storage.googleapis.com/fabmaster/media/images/1HP342.width-450.png
EGfdb4702a7c|AUR|AUR003|C|https://d2wlb52bya4y8z.cloudfront.net/media/cards/large/AUR003.webp
EGfdb4702a7c|BDD|BDD003|C|https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/BDD003.webp
EGfdb4702a7c|DDD|DDD003|C|https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/DDD003.webp
EGfdb4702a7c|DVR|DVR003|C|https://storage.googleapis.com/fabmaster/media/images/DVR003.width-450.png
EGfdb4702a7c|KSU|KSU005|C|https://storage.googleapis.com/fabmaster/media/images/KSU5.width-450.png
EGfdb4702a7c|MPG|MPG122|C|https://d2wlb52bya4y8z.cloudfront.net/media/cards/large/MPG122.webp
EGfdb4702a7c|OXO|OXO001|P|https://storage.googleapis.com/fabmaster/media/images/IRONROT01.width-450.png
EGfdb4702a7c|RNR|RNR004|C|https://storage.googleapis.com/fabmaster/media/images/RNR4.width-450.png
EGfdb4702a7c|TER|TER004|C|https://d2wlb52bya4y8z.cloudfront.net/media/cards/large/TER004.webp
EGfdb4702a7c|WTR|WTR155|C|https://storage.googleapis.com/fabmaster/cardfaces/2019-WTR/WTR155.png
EGfdb4702a7c|WTR|WTR155|C|https://storage.googleapis.com/fabmaster/cardfaces/2020-U-WTR/U-WTR155.png
EG1edd5f8a16|1HP|1HP345|C|https://storage.googleapis.com/fabmaster/media/images/1HP345.width-450.png
EG1edd5f8a16|AUR|AUR006|C|https://d2wlb52bya4y8z.cloudfront.net/media/cards/large/AUR006.webp
EG1edd5f8a16|AZL|AZL007|C|https://storage.googleapis.com/fabmaster/cardfaces/2023-OUT-AZL/EN/AZL007.png
EG1edd5f8a16|BDD|BDD006|C|https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/BDD006.webp
EG1edd5f8a16|BVO|BVO007|C|https://storage.googleapis.com/fabmaster/media/images/BVO7.width-450.png
EG1edd5f8a16|DVR|DVR006|C|https://storage.googleapis.com/fabmaster/media/images/DVR006.width-450.png
EG1edd5f8a16|KSU|KSU008|C|https://storage.googleapis.com/fabmaster/media/images/KSU8.width-450.png
EG1edd5f8a16|LXI|LXI006|C|https://storage.googleapis.com/fabmaster/media/images/LXI006.width-450.png
EG1edd5f8a16|MPG|MPG125|C|https://d2wlb52bya4y8z.cloudfront.net/media/cards/large/MPG125.webp
EG1edd5f8a16|OXO|OXO004|P|https://storage.googleapis.com/fabmaster/media/images/IRONROT04.width-450.png
EG1edd5f8a16|RIP|RIP007|C|https://storage.googleapis.com/fabmaster/cardfaces/2023-OUT-RIP/EN/RIP007.png
EG1edd5f8a16|TER|TER007|C|https://d2wlb52bya4y8z.cloudfront.net/media/cards/large/TER007.webp
EG1edd5f8a16|WTR|WTR158|C|https://storage.googleapis.com/fabmaster/cardfaces/2019-WTR/WTR158.png
EG1edd5f8a16|WTR|WTR158|C|https://storage.googleapis.com/fabmaster/cardfaces/2020-U-WTR/U-WTR158.png
EG52272957e3|1HP|1HP343|C|https://storage.googleapis.com/fabmaster/media/images/1HP343.width-450.png
EG52272957e3|BVO|BVO005|C|https://storage.googleapis.com/fabmaster/media/images/BVO5.width-450.png
EG52272957e3|MPG|MPG123|C|https://d2wlb52bya4y8z.cloudfront.net/media/cards/large/MPG123.webp
EG52272957e3|OXO|OXO002|P|https://storage.googleapis.com/fabmaster/media/images/IRONROT02.width-450.png
EG52272957e3|TEA|TEA005|C|https://storage.googleapis.com/fabmaster/media/images/TEA5.width-450.png
EG52272957e3|WTR|WTR156|C|https://storage.googleapis.com/fabmaster/cardfaces/2019-WTR/WTR156.png
EG52272957e3|WTR|WTR156|C|https://storage.googleapis.com/fabmaster/cardfaces/2020-U-WTR/U-WTR156.png
EG6d7644984b|1HP|1HP095|L|https://storage.googleapis.com/fabmaster/media/images/1HP095.width-450.png
EG6d7644984b|FAB|FAB005|P|https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB005.png
EG6d7644984b|WTR|WTR079|L|https://storage.googleapis.com/fabmaster/cardfaces/2019-WTR/WTR079.png
EG6d7644984b|WTR|WTR079|L|https://storage.googleapis.com/fabmaster/cardfaces/2020-U-WTR/U-WTR079.png
EG45126a294a|1HP|1HP145|C|https://storage.googleapis.com/fabmaster/media/images/1HP145.width-450.png
EG45126a294a|SDO|SDO009|C|https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/SDO009.webp
EG45126a294a|TEA|TEA007|C|https://storage.googleapis.com/fabmaster/media/images/TEA7.width-450.png
EG45126a294a|WTR|WTR117|C|https://storage.googleapis.com/fabmaster/cardfaces/2019-WTR/WTR117.png
EG45126a294a|WTR|WTR117|C|https://storage.googleapis.com/fabmaster/cardfaces/2020-U-WTR/U-WTR117.png
EG5cf11831b3|1HP|1HP007|L|https://storage.googleapis.com/fabmaster/media/images/1HP007.width-450.png
EG5cf11831b3|FAB|FAB003|P|https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB003.png
EG5cf11831b3|LSS|LSS018|P|https://storage.googleapis.com/fabmaster/cardfaces/promos/LSS018_BACK.png
EG5cf11831b3|WTR|WTR004|L|https://storage.googleapis.com/fabmaster/cardfaces/2019-WTR/WTR004.png
EG5cf11831b3|WTR|WTR004|L|https://storage.googleapis.com/fabmaster/cardfaces/2020-U-WTR/U-WTR004.png
EG544ea2f908|1HP|1HP353|C|https://storage.googleapis.com/fabmaster/media/images/1HP353.width-450.png
EG544ea2f908|ARA|ARA006|C|https://storage.googleapis.com/fabmaster/cardfaces/2023-OUT-ARA/EN/ARA006.png
EG544ea2f908|ASR|ASR006|C|https://d2wlb52bya4y8z.cloudfront.net/media/cards/large/ASR006.webp
EG544ea2f908|BOL|BOL008|C|https://storage.googleapis.com/fabmaster/media/images/BOL008.width-450.png
EG544ea2f908|CHN|CHN007|C|https://storage.googleapis.com/fabmaster/media/images/CHN007.width-450.png
EG544ea2f908|FAB|FAB065|P|https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB065.png
EG544ea2f908|LSS|LSS017|P|https://storage.googleapis.com/fabmaster/cardfaces/promos/LSS017_BACK.png
EG544ea2f908|RNR|RNR007|C|https://storage.googleapis.com/fabmaster/media/images/RNR7.width-450.png
EG544ea2f908|WTR|WTR154|C|https://storage.googleapis.com/fabmaster/cardfaces/2019-WTR/WTR154.png
EG544ea2f908|WTR|WTR154|C|https://storage.googleapis.com/fabmaster/cardfaces/2020-U-WTR/U-WTR154.png
EG31c63533e3|1HP|1HP047|L|https://storage.googleapis.com/fabmaster/media/images/1HP047.width-450.png
EG31c63533e3|FAB|FAB004|P|https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB004.png
EG31c63533e3|WTR|WTR041|L|https://storage.googleapis.com/fabmaster/cardfaces/2019-WTR/WTR041.png
EG31c63533e3|WTR|WTR041|L|https://storage.googleapis.com/fabmaster/cardfaces/2020-U-WTR/U-WTR041.png
EG8ea7344f31|1HP|1HP186|C|https://storage.googleapis.com/fabmaster/media/images/1HP186.width-450.png
EG8ea7344f31|ARC|ARC005|C|https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC005.png
EG8ea7344f31|ARC|ARC005|C|https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC005.png
EG8ea7344f31|FAB|FAB101|P|https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB101.png
EG8ea7344f31|SDA|SDA010|C|https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/SDA010.webp
EG07e4fcd94f|ARC|ARC150|L|https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC150.png
EG07e4fcd94f|ARC|ARC150|L|https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC150.png
EG07e4fcd94f|EVR|EVR154|L|https://storage.googleapis.com/fabmaster/media/images/EVR154.width-450.png
EG07e4fcd94f|FAB|FAB007|P|https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB007.png
EG2ef043e117|1HP|1HP355|C|https://storage.googleapis.com/fabmaster/media/images/1HP355.width-450.png
EG2ef043e117|ARC|ARC153|C|https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC153.png
EG2ef043e117|ARC|ARC153|C|https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC153-CF.png
EG2ef043e117|ARC|ARC153|C|https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC153.png
EG2ef043e117|AZL|AZL006|C|https://storage.googleapis.com/fabmaster/cardfaces/2023-OUT-AZL/EN/AZL006.png
EGecc6e6d1c9|1HP|1HP226|C|https://storage.googleapis.com/fabmaster/media/images/1HP226.width-450.png
EGecc6e6d1c9|ARC|ARC042|C|https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC042.png
EGecc6e6d1c9|ARC|ARC042|C|https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC042.png
EGecc6e6d1c9|FAB|FAB102|P|https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB102.png
EGecc6e6d1c9|SAZ|SAZ007|C|https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/SAZ007.webp
EG4178f6aff0|1HP|1HP263|C|https://storage.googleapis.com/fabmaster/media/images/1HP263.width-450.png
EG4178f6aff0|ARC|ARC079|C|https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC079.png
EG4178f6aff0|ARC|ARC079|C|https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC079.png
EG4178f6aff0|SBA|SBA005|C|https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/SBA005.webp
EG4178f6aff0|SVI|SVI004|C|https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/SVI004.webp
EGf576bf2a0f|1HP|1HP262|L|https://storage.googleapis.com/fabmaster/media/images/1HP262.width-450.png
EGf576bf2a0f|ARC|ARC078|L|https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC078.png
EGf576bf2a0f|ARC|ARC078|L|https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC078.png
EGf576bf2a0f|FAB|FAB010|P|https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB010.png
EG6e53bd5ba2|1HP|1HP357|C|https://storage.googleapis.com/fabmaster/media/images/1HP357.width-450.png
EG6e53bd5ba2|APR|APR006|C|https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/APR006.webp
EG6e53bd5ba2|ARC|ARC154|C|https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC154.png
EG6e53bd5ba2|ARC|ARC154|C|https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC154.png
EG6e53bd5ba2|FAB|FAB067|P|https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB067.png
EG6e53bd5ba2|SGB|SGB008|C|https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/SGB008.webp
EG9b0eb1b126|1HP|1HP349|C|https://storage.googleapis.com/fabmaster/media/images/1HP349.width-450.png
EG9b0eb1b126|ARC|ARC158|C|https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC158.png
EG9b0eb1b126|ARC|ARC158|C|https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC158.png
EG9b0eb1b126|FAB|FAB071|P|https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB071.png
EG9b0eb1b126|FAB|FAB248|P|https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB248.png
EG9b0eb1b126|LGS|LGS372|P|https://storage.googleapis.com/fabmaster/cardfaces/promos/LGS372.png
EG9b0eb1b126|SBL|SBL010|C|https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/SBL010.webp
EG9b0eb1b126|SBR|SBR011|C|https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/SBR011.webp
EG9b0eb1b126|SVI|SVI010|C|https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/SVI010.webp
EGf1ff569bdd|1HP|1HP348|C|https://storage.googleapis.com/fabmaster/media/images/1HP348.width-450.png
EGf1ff569bdd|ARC|ARC157|C|https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC157.png
EGf1ff569bdd|ARC|ARC157|C|https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC157.png
EGf1ff569bdd|FAB|FAB070|P|https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB070.png
EGf1ff569bdd|FAB|FAB247|P|https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB247.png
EGf1ff569bdd|LGS|LGS371|P|https://storage.googleapis.com/fabmaster/cardfaces/promos/LGS371.png
EGf1ff569bdd|SBR|SBR010|C|https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/SBR010.webp
EGf1ff569bdd|SDA|SDA009|C|https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/SDA009.webp
EGf1ff569bdd|SDO|SDO008|C|https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/SDO008.webp
EGf1ff569bdd|SGB|SGB006|C|https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/SGB006.webp
EGf1ff569bdd|SIY|SIY007|C|https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/SIY007.webp
EGf1ff569bdd|SKA|SKA008|C|https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/SKA008.webp
EGf1ff569bdd|SVI|SVI008|C|https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/SVI008.webp
EG0d002390b2|1HP|1HP346|C|https://storage.googleapis.com/fabmaster/media/images/1HP346.width-450.png
EG0d002390b2|ARC|ARC155|C|https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC155.png
EG0d002390b2|ARC|ARC155|C|https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC155.png
EG0d002390b2|FAB|FAB068|P|https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB068.png
EG0d002390b2|FAB|FAB245|P|https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB245.png
EG0d002390b2|LGS|LGS369|P|https://storage.googleapis.com/fabmaster/cardfaces/promos/LGS369.png
EG0d002390b2|SDA|SDA006|C|https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/SDA006.webp
EG0d002390b2|SDO|SDO004|C|https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/SDO004.webp
EG0d002390b2|SEN|SEN004|C|https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/SEN004.webp
EG0d002390b2|SIY|SIY004|C|https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/SIY004.webp
EG0d002390b2|SKA|SKA004|C|https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/SKA004.webp
EG0d002390b2|SLY|SLY006|C|https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/SLY006.webp
EGc2a428ceaa|1HP|1HP347|C|https://storage.googleapis.com/fabmaster/media/images/1HP347.width-450.png
EGc2a428ceaa|ARC|ARC156|C|https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC156.png
EGc2a428ceaa|ARC|ARC156|C|https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC156.png
EGc2a428ceaa|FAB|FAB069|P|https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB069.png
EGc2a428ceaa|FAB|FAB246|P|https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB246.png
EGc2a428ceaa|LGS|LGS370|P|https://storage.googleapis.com/fabmaster/cardfaces/promos/LGS370.png
EGc2a428ceaa|SAR|SAR006|C|https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/SAR006.webp
EGc2a428ceaa|SBL|SBL006|C|https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/SBL006.webp
EGc2a428ceaa|SBR|SBR008|C|https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/SBR008.webp
EGc2a428ceaa|SDO|SDO006|C|https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/SDO006.webp
EGc2a428ceaa|SEN|SEN006|C|https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/SEN006.webp
EGc2a428ceaa|SGB|SGB005|C|https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/SGB005.webp
EGc2a428ceaa|SKA|SKA005|C|https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/SKA005.webp
EGc2a428ceaa|SLY|SLY008|C|https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/SLY008.webp
EG162be3e89a|1HP|1HP306|C|https://storage.googleapis.com/fabmaster/media/images/1HP306.width-450.png
EG162be3e89a|ARC|ARC117|C|https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC117.png
EG162be3e89a|ARC|ARC117|C|https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC117.png
EGf0456ce025|1HP|1HP225|L|https://storage.googleapis.com/fabmaster/media/images/1HP225.width-450.png
EGf0456ce025|ARC|ARC041|L|https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC041.png
EGf0456ce025|ARC|ARC041|L|https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC041.png
EGf0456ce025|FAB|FAB009|P|https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB009.png
EGaee91a5166|1HP|1HP305|L|https://storage.googleapis.com/fabmaster/media/images/1HP305.width-450.png
EGaee91a5166|ARC|ARC116|L|https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC116.png
EGaee91a5166|ARC|ARC116|L|https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC116.png
EGaee91a5166|FAB|FAB011|P|https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB011.png
EGdf8fe7b5f5|1HP|1HP354|C|https://storage.googleapis.com/fabmaster/media/images/1HP354.width-450.png
EGdf8fe7b5f5|ARC|ARC151|C|https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC151.png
EGdf8fe7b5f5|ARC|ARC151|C|https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC151-CF.png
EGdf8fe7b5f5|ARC|ARC151|C|https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC151.png
EGdf8fe7b5f5|FAB|FAB066|P|https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB066.png
EGdf8fe7b5f5|SAZ|SAZ005|C|https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/SAZ005.webp
EGdf8fe7b5f5|SBZ|SBZ003|C|https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/SBZ003.webp
EGbd4ae138c7|1HP|1HP185|L|https://storage.googleapis.com/fabmaster/media/images/1HP185.width-450.png
EGbd4ae138c7|ARC|ARC004|L|https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC004.png
EGbd4ae138c7|ARC|ARC004|L|https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC004.png
EGbd4ae138c7|EVO|EVO012|L|https://storage.googleapis.com/fabmaster/cardfaces/2023-EVO/EN/EVO012.png
EGbd4ae138c7|FAB|FAB008|P|https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB008.png
EG730affff06|1HP|1HP356|C|https://storage.googleapis.com/fabmaster/media/images/1HP356.width-450.png
EG730affff06|ARC|ARC152|C|https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC152.png
EG730affff06|ARC|ARC152|C|https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC152.png
EG730affff06|FAB|FAB100|P|https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB100.png
