# AUTO-GENERATED FILE — do not edit by hand. Regenerate with: python3 src/data/create_equipment_csv.py
EquipmentGameId|SetId|CardId|Rarity
EG1423707b78|FAB|FAB106|P
EG1423707b78|RVD|RVD003|C
EG547da267ea|FAB|FAB084|P
EG547da267ea|UPR|UPR166|L
EGe8a41b4524|UPR|UPR125|C
EGab6ff8216c|FAB|FAB086|P
EGab6ff8216c|UPR|UPR136|L
EG746e5681b4|DTD|DTD221|L
EG746e5681b4|FAB|FAB088|P
EG746e5681b4|LSS|LSS013|P
EG746e5681b4|UPR|UPR182|L
EG4c1a1de187|FAB|FAB087|P
EG4c1a1de187|UPR|UPR084|L
EG1942de2506|FAB|FAB085|P
EG1942de2506|UPR|UPR151|L
EG7ba19d82df|UPR|UPR137|C
EGce57b408cb|FAI|FAI005|C
EGce57b408cb|UPR|UPR047|C
EGb066f97184|LGS|LGS103|P
EGb066f97184|UPR|UPR183|T
EGb7b9ff7c80|UPR|UPR184|C
EGb7b9ff7c80|UZU|UZU004|C
EGc52d515782|UPR|UPR185|C
EGd5a56fd12e|FAI|FAI006|C
EGd5a56fd12e|KAT|KAT006|C
EGd5a56fd12e|UPR|UPR186|C
EG243d49dc0b|FAI|FAI004|C
EG243d49dc0b|UPR|UPR085|C
EGd57a685fb3|UPR|UPR152|C
EGbcf35efd80|DRO|DRO007|C
EGbcf35efd80|FAB|FAB151|P
EGbcf35efd80|UPR|UPR004|C
EG3325fe1782|UPR|UPR167|C
EG567ed225ae|UPR|UPR159|C
EG95b8412395|FAB|FAB083|P
EG95b8412395|UPR|UPR158|L
EG08e6d5225a|DYN|DYN171|M
EG08e6d5225a|DYN|DYN171|V
EGa94d44d6da|AKO|AKO006|R
EGa94d44d6da|DYN|DYN006|R
EG9d3a301a29|DYN|DYN117|L
EG9d3a301a29|FAB|FAB110|P
EG652527860e|DYN|DYN045|M
EG652527860e|DYN|DYN045|V
EGaac4c6580b|DYN|DYN213|M
EGaac4c6580b|DYN|DYN213|V
EG8c631fc4eb|DYN|DYN234|L
EG8c631fc4eb|DYN|DYN234|V
EG8c631fc4eb|FAB|FAB111|P
EG851a5ed5ae|DYN|DYN089|R
EG851a5ed5ae|FAB|FAB188|P
EG8d526eeeb8|DYN|DYN152|R
EG1e6e9acfb2|ARK|ARK003|M
EG1e6e9acfb2|DYN|DYN118|M
EG7b84b0d4ab|DYN|DYN235|R
EG8a807f15c3|DYN|DYN026|M
EG8a807f15c3|DYN|DYN026|V
EGc1ae0cae15|AUR|AUR028|R
EGc1ae0cae15|DYN|DYN236|R
EGc1ae0cae15|TER|TER029|R
EG45e3c88525|AJV|AJV003|R
EG45e3c88525|DYN|DYN027|R
EG45e3c88525|MPG|MPG011|C
EGac56f1da70|DYN|DYN046|R
EGac56f1da70|TCC|TCC081|R
EG58300ecd08|DYN|DYN214|R
EG58300ecd08|FAB|FAB259|P
EG0c7c536dbe|OUT|OUT141|C
EG7f4a4b371c|AAZ|AAZ003|C
EG7f4a4b371c|AZL|AZL003|C
EG7f4a4b371c|LGS|LGS133|P
EG7f4a4b371c|OUT|OUT097|T
EG864577d8d5|LGS|LGS137|P
EG864577d8d5|OUT|OUT098|T
EG864577d8d5|RIP|RIP003|C
EGecd28a2566|BEN|BEN005|C
EGecd28a2566|KAT|KAT005|C
EGecd28a2566|OUT|OUT181|C
EGecd28a2566|UZU|UZU005|C
EG241d7c8744|BEN|BEN006|C
EG241d7c8744|OUT|OUT182|C
EG81c7b1f397|FAB|FAB124|P
EG81c7b1f397|OUT|OUT139|L
EG81c7b1f397|SUP|SUP244|L
EG394f34eb05|ARA|ARA003|C
EG394f34eb05|OUT|OUT157|C
EG394f34eb05|RIP|RIP004|C
EGc8c8181c74|KAT|KAT003|C
EGc8c8181c74|OUT|OUT049|C
EG2c01c94123|BEN|BEN003|C
EG2c01c94123|OUT|OUT140|C
EG2c01c94123|UZU|UZU003|C
EG26c06045de|FAB|FAB126|P
EG26c06045de|OUT|OUT095|L
EG9a6a09f5d4|OUT|OUT096|M
EG85a39211be|FAB|FAB123|P
EG85a39211be|OUT|OUT011|L
EGfbec0d44da|OUT|OUT176|C
EG216417c3c6|OUT|OUT175|C
EGf7042cf878|OUT|OUT178|C
EG911ac364af|OUT|OUT177|C
EG787a5145d7|BEN|BEN004|C
EG787a5145d7|OUT|OUT179|C
EGde0cde8b63|AZL|AZL005|C
EGde0cde8b63|FAB|FAB258|P
EGde0cde8b63|OUT|OUT180|C
EGde0cde8b63|RIP|RIP005|C
EGb41a49e063|ARA|ARA005|C
EGb41a49e063|OUT|OUT158|C
EGb41a49e063|RIP|RIP006|C
EG0f61a814ef|FAB|FAB125|P
EG0f61a814ef|OUT|OUT094|L
EGc9d8ec96df|FAB|FAB127|P
EGc9d8ec96df|OUT|OUT174|L
EGa88e53f809|AZL|AZL004|C
EGa88e53f809|OUT|OUT099|C
EGfdd2eaa9a6|DTD|DTD206|M
EGdf1e484a97|DTD|DTD166|C
EG11e2679543|DTD|DTD168|C
EG928b03cdec|DTD|DTD217|L
EG928b03cdec|FAB|FAB143|P
EG0f697df28c|DTD|DTD211|L
EG0f697df28c|FAB|FAB142|P
EGd19f2e58da|DTD|DTD004|L
EGd19f2e58da|FAB|FAB138|P
EGd1e0cb8227|DTD|DTD224|R
EGefff9a04c6|DTD|DTD222|R
EG06e136f472|DTD|DTD225|R
EG64c9000a6b|DTD|DTD223|R
EG9243c9d967|DTD|DTD167|C
EGe57802f696|DTD|DTD136|M
EG34a25c963c|DTD|DTD207|L
EG34a25c963c|FAB|FAB141|P
EGdaaad48322|DTD|DTD078|C
EG06db0ec7be|DTD|DTD076|C
EG20a6ec4d89|DTD|DTD077|C
EG3f68c47bf8|DTD|DTD075|C
EG19ef3f12cc|DTD|DTD200|L
EG19ef3f12cc|FAB|FAB140|P
EG5d884e4608|DTD|DTD165|C
EGd167031f45|DTD|DTD047|L
EGd167031f45|FAB|FAB139|P
EGf6f2507fd4|DTD|DTD106|M
EGe6555e68d8|LGS|LGS206|P
EGe6555e68d8|TCC|TCC029|R
EGa6b4f00e3f|LGS|LGS259|P
EGa6b4f00e3f|TCC|TCC080|R
EG70cf9dd818|LGS|LGS208|P
EG70cf9dd818|TCC|TCC031|R
EGa6aad9d98b|LGS|LGS209|P
EGa6aad9d98b|TCC|TCC032|R
EG98b905c2c7|LGS|LGS207|P
EG98b905c2c7|TCC|TCC030|R
EG9d62925f2a|JDG|JDG034|P
EG9d62925f2a|LGS|LGS210|P
EG9d62925f2a|TCC|TCC033|R
EGf8b401da55|EVO|EVO039|R
EGf8b401da55|TCC|TCC008|R
EG1374156713|EVO|EVO041|R
EG1374156713|TCC|TCC010|R
EG5794766c4f|EVO|EVO040|R
EG5794766c4f|TCC|TCC009|R
EGebae86b742|EVO|EVO038|R
EGebae86b742|TCC|TCC007|R
EGfa6fc9adf5|LGS|LGS215|P
EGfa6fc9adf5|TCC|TCC053|R
EGfe733709fd|LGS|LGS214|P
EGfe733709fd|TCC|TCC052|R
EG4d4415e77f|LGS|LGS258|P
EG4d4415e77f|TCC|TCC079|R
EG643f51dea2|LGS|LGS213|P
EG643f51dea2|TCC|TCC051|R
EG55ffd73e30|TCC|TCC082|R
EG540fe4057f|EVO|EVO024|T
EG540fe4057f|LGS|LGS184|P
EG540fe4057f|TCC|TCC005|C
EGc1b930f704|EVO|EVO023|T
EGc1b930f704|LGS|LGS183|P
EGc1b930f704|TCC|TCC004|C
EG85c9f85aa7|EVO|EVO022|T
EG85c9f85aa7|LGS|LGS182|P
EG85c9f85aa7|TCC|TCC003|C
EG9c3b2a681b|EVO|EVO025|T
EG9c3b2a681b|LGS|LGS185|P
EG9c3b2a681b|TCC|TCC006|C
EGed833bcb07|LGS|LGS216|P
EGed833bcb07|TCC|TCC054|R
EGd5d1d651ac|EVO|EVO013|L
EGd5d1d651ac|FAB|FAB169|P
EG4fe832293f|EVO|EVO016|C
EGc4739edf23|EVO|EVO015|C
EGe4f1e0a5de|EVO|EVO014|C
EG5130e3fdc6|EVO|EVO017|C
EG39d48ffa45|EVO|EVO031|M
EG39d48ffa45|EVO|EVO031|V
EGad0eb2b24b|EVO|EVO047|C
EG08c64e92e3|EVO|EVO051|C
EG08192ed81e|EVO|EVO049|C
EGf9ab071236|EVO|EVO030|M
EGf9ab071236|EVO|EVO030|V
EG22a1cb17e6|EVO|EVO048|C
EG629d15dc30|EVO|EVO034|R
EG629d15dc30|FAB|FAB207|P
EG19eeb11ded|EVO|EVO046|C
EGb45198dc6e|EVO|EVO035|R
EG1ef7f851f4|EVO|EVO032|M
EG1ef7f851f4|EVO|EVO032|V
EG880c72667a|EVO|EVO033|M
EG880c72667a|EVO|EVO033|V
EG0e5a508713|EVO|EVO044|C
EGf92181feaf|EVO|EVO043|C
EG545497620f|EVO|EVO042|C
EGd8e2764080|EVO|EVO045|C
EG88fe05f384|EVO|EVO036|R
EG929dc2d1d6|EVO|EVO028|M
EG929dc2d1d6|EVO|EVO028|V
EG94d8a73fdc|EVO|EVO026|M
EG94d8a73fdc|EVO|EVO026|V
EG0a496f4d34|EVO|EVO027|M
EG0a496f4d34|EVO|EVO027|V
EG264df8d1a3|EVO|EVO029|M
EG264df8d1a3|EVO|EVO029|V
EG263a580f9c|EVO|EVO037|R
EG6c642d150a|EVO|EVO052|C
EG6be7fca1b4|EVO|EVO053|C
EG7b2f1f56bd|EVO|EVO050|C
EG80d061a623|EVO|EVO011|L
EG80d061a623|FAB|FAB170|P
EG536cfc5572|EVO|EVO235|L
EG536cfc5572|FAB|FAB168|P
EGc398fe5320|EVO|EVO020|C
EGc398fe5320|LGS|LGS188|P
EGa5dc13546b|EVO|EVO019|C
EGa5dc13546b|LGS|LGS187|P
EGb8c78ac78d|EVO|EVO018|C
EGb8c78ac78d|LGS|LGS186|P
EGf0c1bdf0bf|EVO|EVO021|C
EGf0c1bdf0bf|LGS|LGS189|P
EGdb2df6e79d|EVO|EVO010|L
EGdb2df6e79d|EVO|EVO010|V
EGc4aa84dabb|EVO|EVO247|L
EGc4aa84dabb|FAB|FAB171|P
EG397d046da7|FAB|FAB179|P
EG397d046da7|HVY|HVY008|L
EGc7d4578dc2|FAB|FAB180|P
EGc7d4578dc2|HVY|HVY051|L
EG89333c38f9|FAB|FAB183|P
EG89333c38f9|HVY|HVY195|L
EG709e80165c|HVY|HVY100|C
EG709e80165c|KSI|KSI006|C
EG709e80165c|OLA|OLA006|C
EG356cdcfecf|BET|BET003|C
EG356cdcfecf|HVY|HVY206|C
EGc47612b0fb|HVY|HVY199|C
EG68cb495af6|HVY|HVY200|C
EGf2d0ad6846|HVY|HVY248|M
EG409f8e72e8|HVY|HVY198|C
EGf02e502a1f|HVY|HVY155|C
EGf02e502a1f|KSI|KSI007|C
EGf02e502a1f|KYO|KYO006|C
EGf02e502a1f|OLA|OLA007|C
EGf02e502a1f|RHI|RHI007|C
EGc10eeb2555|BET|BET006|C
EGc10eeb2555|HVY|HVY135|C
EGc10eeb2555|KYO|KYO005|C
EGc10eeb2555|RHI|RHI006|C
EGc10eeb2555|VIC|VIC006|C
EGe446c791ce|FAB|FAB181|P
EGe446c791ce|HVY|HVY053|L
EG043ee664ab|HVY|HVY196|C
EG32d19fc697|HVY|HVY054|R
EG32d19fc697|LGS|LGS233|P
EG32d19fc697|LGS|LGS244|P
EG32d19fc697|VIC|VIC004|R
EG5e2676ce90|BET|BET004|R
EG5e2676ce90|HVY|HVY055|R
EG5e2676ce90|LGS|LGS234|P
EG5e2676ce90|LGS|LGS248|P
EG1b06eb16ca|FAB|FAB182|P
EG1b06eb16ca|HVY|HVY097|L
EG9264e601b1|HVY|HVY205|C
EG1bf6af7d8e|HVY|HVY202|C
EG8667d83dd8|HVY|HVY099|R
EG8667d83dd8|KSI|KSI004|R
EG8667d83dd8|LGS|LGS235|P
EG8667d83dd8|LGS|LGS249|P
EG59e65706e7|AKO|AKO003|R
EG59e65706e7|HVY|HVY009|R
EG59e65706e7|KYO|KYO003|R
EG59e65706e7|LGS|LGS231|P
EG59e65706e7|LGS|LGS243|P
EGc9e2157640|HVY|HVY010|R
EGc9e2157640|LGS|LGS232|P
EGc9e2157640|LGS|LGS253|P
EGc9e2157640|RHI|RHI004|R
EG21b37384ee|HVY|HVY201|C
EGdaaef190c2|HVY|HVY098|R
EGdaaef190c2|LGS|LGS236|P
EGdaaef190c2|LGS|LGS254|P
EGdaaef190c2|OLA|OLA004|R
EG2d88c64555|HVY|HVY011|C
EG2d88c64555|KYO|KYO004|C
EG2d88c64555|RHI|RHI005|C
EG1cac63b9b0|HVY|HVY197|C
EG6c01d555d4|HVY|HVY203|C
EGe3315fe40f|BET|BET007|C
EGe3315fe40f|HVY|HVY056|C
EGe3315fe40f|VIC|VIC007|C
EG43949489d7|HVY|HVY052|R
EG43949489d7|VIC|VIC003|R
EG9eec25a091|HVY|HVY204|C
EG4e8bfb01ae|BET|BET005|C
EG4e8bfb01ae|HVY|HVY175|C
EG4e8bfb01ae|KSI|KSI005|C
EG4e8bfb01ae|OLA|OLA005|C
EG4e8bfb01ae|VIC|VIC005|C
EG99a2f62a69|AKO|AKO005|M
EGc6a86f28b2|AKO|AKO004|M
EGc6a86f28b2|GEM|GEM082|P
EGc6a86f28b2|JDG|JDG040|P
EG5851be1810|LGS|LGS277|P
EG5851be1810|MST|MST070|C
EGb5496ab776|LGS|LGS274|P
EGb5496ab776|MST|MST067|C
EGb5496ab776|NUU|NUU003|C
EG2f9502f162|LGS|LGS269|P
EG2f9502f162|MST|MST006|C
EG2f9502f162|NUU|NUU005|C
EG3e57bdd7e4|MST|MST229|M
EGa479049b44|MST|MST228|M
EG68d7c7053b|MST|MST230|M
EGaf26fdd822|MST|MST231|M
EG2ac2216569|ENG|ENG004|R
EG2ac2216569|MST|MST028|R
EG9852eb6cc1|MST|MST005|R
EGc8bfd7ebe1|MST|MST049|R
EGc8bfd7ebe1|ZEN|ZEN004|R
EGb31394f988|LGS|LGS275|P
EGb31394f988|MST|MST068|C
EGb31394f988|NUU|NUU004|C
EGedf0ba7fc7|MST|MST232|M
EG6cccc36a39|MST|MST004|L
EG50efff8d91|LGS|LGS268|P
EG50efff8d91|MST|MST160|C
EG50efff8d91|ZEN|ZEN003|C
EGf62b0bf88e|MST|MST027|L
EGa43cb5ca29|LGS|LGS279|P
EGa43cb5ca29|MST|MST072|C
EG24d9ecfe02|LGS|LGS278|P
EG24d9ecfe02|MST|MST071|C
EGaf3c661d09|LGS|LGS280|P
EGaf3c661d09|MST|MST073|C
EG6eb50b9290|ENG|ENG006|C
EG6eb50b9290|LGS|LGS281|P
EG6eb50b9290|MST|MST074|C
EGa9972b8dd2|FAB|FAB229|P
EGa9972b8dd2|MST|MST190|L
EGd17c8c236e|LGS|LGS273|P
EGd17c8c236e|MST|MST050|C
EGd17c8c236e|ZEN|ZEN006|C
EG6f08ac18cb|MST|MST066|L
EG97349a3477|ENG|ENG003|C
EG97349a3477|LGS|LGS271|P
EG97349a3477|MST|MST029|C
EG310827b583|MST|MST048|L
EGd5113e3120|LGS|LGS270|P
EGd5113e3120|MST|MST007|C
EGd5113e3120|NUU|NUU006|C
EG56bb9686fe|ENG|ENG005|C
EG56bb9686fe|LGS|LGS272|P
EG56bb9686fe|MST|MST030|C
EGfc0c3d8c4f|LGS|LGS276|P
EGfc0c3d8c4f|MST|MST069|C
EGfc0c3d8c4f|ZEN|ZEN005|C
EG946d9acf87|ASB|ASB005|M
EG55735098c0|ASB|ASB003|M
EG55735098c0|JDG|JDG031|P
EGc4408ce110|ASB|ASB004|M
EG49ab287a3e|ASB|ASB006|M
