# AUTO-GENERATED FILE — do not edit by hand. Regenerate with: python3 src/data/create_stories_index.py
StoryId|StoryKey|StoryType|Title|Authors|Illustrators|SourceLink|PublicationDate|ThumbnailImageLink|NarratedVideos
ST48e7e51af8|heroes-of-rathe/katsu-about.md|heroes-of-rathe|Katsu, The Wanderer||||||
ST80f04cf53a|heroes-of-rathe/kavdaen-about.md|heroes-of-rathe|Kavdaen, Trader of Skins||||||
STb9725d7a12|heroes-of-rathe/kayo-about.md|heroes-of-rathe|Kayo, Beserker Runt||||||
ST78e973d408|heroes-of-rathe/levia-about.md|heroes-of-rathe|Levia, Shadowborn Abomination||||||
STcfcaaa4ba7|heroes-of-rathe/lexi-about.md|heroes-of-rathe|Lexi, Livewire||||||
STaddebc7836|heroes-of-rathe/lyath-about.md|heroes-of-rathe|Lyath Goldmane, Vile Savant||||||
ST9551637cf1|heroes-of-rathe/marlynn-about.md|heroes-of-rathe|Marlynn, Treasure Hunter||||||
ST39dc290aa3|heroes-of-rathe/maxx-about.md|heroes-of-rathe|Maxx 'The Hype' Nitro||||||
STe03e748825|heroes-of-rathe/melody-about.md|heroes-of-rathe|Melody, Sing-along||||||
ST5d10e16a7a|heroes-of-rathe/nuu-about.md|heroes-of-rathe|Nuu, Alluring Desire||||||
ST73b2d2c11f|heroes-of-rathe/oldhim-about.md|heroes-of-rathe|Oldhim, Grandfather of Eternity||||||
ST9f5eb113e0|heroes-of-rathe/olympia-about.md|heroes-of-rathe|Olympia, Prized Fighter||||||
STae2ed0a1b2|heroes-of-rathe/oscilio-about.md|heroes-of-rathe|Oscilio, Constella Intelligence||||||
ST341bbf727d|heroes-of-rathe/other.md|heroes-of-rathe|Ruu-di, Gem Keeper||||||
ST89576e4055|heroes-of-rathe/pleiades-about.md|heroes-of-rathe|Pleiades, Superstar||||||
ST0d1485ad71|heroes-of-rathe/prism-about.md|heroes-of-rathe|Prism, Sculptor of Arc Light||||||
STbd6158b29b|heroes-of-rathe/professions-of-rathe.md|heroes-of-rathe|Professions||||||
ST71d7052c23|heroes-of-rathe/puffin-about.md|heroes-of-rathe|Puffin, Hightail||||||
ST3049343db6|heroes-of-rathe/rhinar-about.md|heroes-of-rathe|Rhinar, Reckless Rampage||||||
ST925bf473b4|heroes-of-rathe/riptide-about.md|heroes-of-rathe|Riptide, Lurker of the Deep||||||
STe0d72f1259|heroes-of-rathe/scurv-about.md|heroes-of-rathe|Scurv, Stowaway||||||
STb4ad98f9c9|heroes-of-rathe/shiyana-about.md|heroes-of-rathe|Shiyana, Diamond Gemini||||||
STee1792caf0|heroes-of-rathe/teklovossen-about.md|heroes-of-rathe|Teklovossen, Esteemed Magnate||||||
ST63d0a560ff|heroes-of-rathe/terra-about.md|heroes-of-rathe|Terra||||||
STfc480d0f40|heroes-of-rathe/tuffnut-about.md|heroes-of-rathe|Tuffnut, Bumbling Hulkster||||||
ST205c4455dd|heroes-of-rathe/uzuri-about.md|heroes-of-rathe|Uzuri, Switchblade||||||
ST7ebf5e4ab1|heroes-of-rathe/valda-about.md|heroes-of-rathe|Valda Brightaxe||||||
ST2ec7977a11|heroes-of-rathe/verdance-about.md|heroes-of-rathe|Verdance, Thorn of the Rose||||||
STfbcdcdb03c|heroes-of-rathe/victor-goldmane-about.md|heroes-of-rathe|Victor Goldmane, High and Mighty||||||
ST1ed9707fdd|heroes-of-rathe/viserai-about.md|heroes-of-rathe|Viserai, Rune Blood||||||
STf845bb75e2|heroes-of-rathe/vynnset-about.md|heroes-of-rathe|Vynnset, Iron Maiden||||||
ST26b81d47de|heroes-of-rathe/yoji-about.md|heroes-of-rathe|Yoji, Royal Protector||||||
STdfa96a62e2|heroes-of-rathe/zen-about.md|heroes-of-rathe|Zen, Tamer of Purpose||||||
STa75ebaa139|main-story/01-welcome-to-rathe/a-rising-star.md|main-story|A Rising Star||||||
ST3214f25ce6|main-story/01-welcome-to-rathe/kill-or-be-killed.md|main-story|Kill or be Killed||||||
ST1a4a190c61|main-story/01-welcome-to-rathe/pride-of-the-ironsongs.md|main-story|Pride of the Ironsongs||||||
ST92ce9eae6e|main-story/01-welcome-to-rathe/wanderings-in-the-mists.md|main-story|Wanderings in the Mists||||||
STcb90c1b82e|main-story/02-arcane-rising/a-bird-in-the-hand.md|main-story|A Bird in the Hand||||||
ST93b7897e57|main-story/02-arcane-rising/birth-of-the-arknight.md|main-story|Birth of the Arknight||||||
ST3f448db90f|main-story/02-arcane-rising/cards-on-the-table.md|main-story|Cards on the Table||||||
STffcf70a47e|main-story/02-arcane-rising/from-the-ashes.md|main-story|From the Ashes||||||
STb8ae9bcb0d|main-story/02-arcane-rising/full-steam-ahead.md|main-story|Full Steam Ahead||||||
STdc55411956|main-story/02-arcane-rising/needle-in-a-haystack.md|main-story|Needle in a Haystack||||||
STea49c6ee32|main-story/02-arcane-rising/playing-with-fire.md|main-story|Playing with Fire||||||
STc50edf1d5f|main-story/02-arcane-rising/return-of-the-shadow.md|main-story|Return of the Shadow||||||
STc2c5f1dd25|main-story/02-arcane-rising/slings-and-arrows.md|main-story|Slings and Arrows||||||
ST2605f623cd|main-story/02-arcane-rising/smoke-and-mirrors.md|main-story|Smoke and Mirrors||||||
STac4ad6d6b9|main-story/02-arcane-rising/stroke-of-genius.md|main-story|Stroke of Genius||||||
ST5b1cdbca69|main-story/03-crucible-of-war/edge-of-autumn.md|main-story|Edge of Autumn||||||
ST52f9f21c24|main-story/03-crucible-of-war/no-smoke-without-fire.md|main-story|No Smoke Without Fire||||||
ST4108687623|main-story/03-crucible-of-war/sutcliffes-research-notes.md|main-story|[Sutcliffe](~Sutcliffe)'s Research Notes||||||
ST35ba2102ce|main-story/04-monarch/destroy-and-consume.md|main-story|Destroy and Consume||||||
ST37f229c387|main-story/04-monarch/emissary-of-the-void.md|main-story|Emissary of the Void||||||
ST08e21b127b|main-story/04-monarch/harbinger-of-the-abyss.md|main-story|Harbinger of the Abyss||||||
ST65f41cd3ae|main-story/04-monarch/step-into-the-light.md|main-story|Step Into The Light||||||
STa13ceb0c12|main-story/04-monarch/stories-of-illumination.md|main-story|Stories of Illumination||||||
ST51ee74ec70|main-story/04-monarch/sworn-to-protect.md|main-story|Sworn to Protect||||||
STe10471dd45|main-story/05-tales-of-aria/amongst-the-brambles.md|main-story|Amongst the Brambles||||||
ST5ef1912d18|main-story/05-tales-of-aria/the-broken-covenant.md|main-story|The Broken Covenant||||||
STc0db7b2c8d|main-story/05-tales-of-aria/wonders-of-the-wayfarer.md|main-story|Wonders of the Wayfarer||||||
ST479bbad163|main-story/06-everfest/a-grand-adventure.md|main-story|A Grand Adventure||||||
STd1d662cdf3|main-story/07-interlude/morlock-hill.md|main-story|Morlock Hill||||||
STca9960ed48|main-story/08-uprising/betrayal.md|main-story|Betrayal||||||
ST91c2813225|main-story/08-uprising/calm-before-the-storm.md|main-story|Calm Before the Storm||||||
STbbce2e9f18|main-story/08-uprising/dragons-of-empire.md|main-story|Dragons of Empire||||||
STa4733374aa|main-story/08-uprising/fires-of-rebellion.md|main-story|Fires of Rebellion||||||
ST51b4124cd7|main-story/08-uprising/in-flames.md|main-story|In Flames||||||
ST3ac9e7493a|main-story/08-uprising/journey-into-the-forgotten.md|main-story|Journey into the Forgotten||||||
ST3ad4db0637|main-story/08-uprising/the-phoenix-and-the-dragon.md|main-story|The Phoenix and the Dragon||||||
ST2120fb131f|main-story/09-dynasty/ember-in-the-ash.md|main-story|Ember in the Ash||||||
ST6924e49909|main-story/09-dynasty/emperor-the-one-emperor.md|main-story|The One Emperor||||||
STc36ef3b314|main-story/09-dynasty/the-blood-stained-web.md|main-story|The Blood Stained Web||||||
ST90f699025d|main-story/09-dynasty/vow-of-vigilence.md|main-story|Vow of Vigilence||||||
STa06e387430|main-story/10-outsiders/catch-of-the-day.md|main-story|Catch of the Day||||||
STad5681f2c1|main-story/10-outsiders/its-just-business.md|main-story|It's Just Business||||||
STfc12d1aac4|main-story/10-outsiders/squeakers-christmas.md|main-story|Squeakers' Christmas||||||
STa77e5dbba5|main-story/10-outsiders/the-iconoclast-trials.md|main-story|The Iconoclast Trials||||||
ST72fbe0466a|main-story/10-outsiders/the-spiders-trap.md|main-story|The Spider's Trap||||||
ST5558ee7c4c|main-story/10-outsiders/tidings-in-the-light.md|main-story|Tidings in the Light||||||
ST1b34dc6837|main-story/11-dusk-till-dawn/anointed-in-shadow.md|main-story|Anointed in Shadow||||||
STedfc3d34c6|main-story/11-dusk-till-dawn/falling-in-darkness.md|main-story|Falling In Darkness||||||
STfbe4a9af06|main-story/11-dusk-till-dawn/prism-awakener-of-sol.md|main-story|Prism, Awakener of Sol||||||
ST92cc159c88|main-story/11-dusk-till-dawn/unity-in-light.md|main-story|Unity In Light||||||
STc11e23c084|main-story/12-bright-lights/P̸͍̬̭̭̺͉̣̌̐̾̌͆̚r̴͔͍͐ȯ̴̤̰͠t̵̰̘͑õ̶͍͇c̶̟͒o̶̪̳͋l̶̗̑ ̴̮̓͘A̴̞̗͆ṗ̷̢͕̈́ē̵͍̿ŕ̶̩́ḭ̴̧͐͂o̸͙̖̐͘n̴̞̺͋.md|main-story|P̸͍̬̭̭̺͉̣̌̐̾̌͆̚r̴͔͍͐ȯ̴̤̰͠t̵̰̘͑õ̶͍͇c̶̟͒o̶̪̳͋l̶̗̑ ̴̮̓͘A̴̞̗͆ṗ̷̢͕̈́ē̵͍̿ŕ̶̩́ḭ̴̧͐͂o̸͙̖̐͘n̴̞̺͋||||||
ST5263bec686|main-story/12-bright-lights/synthetic-futures.md|main-story|Synthetic Futures||||||
ST18d889960d|main-story/12-bright-lights/system-failure.md|main-story|System Failure||||||
STb858af77a4|main-story/12-bright-lights/the-dynamic-man.md|main-story|The Dynamic Man||||||
ST27d64f01a1|main-story/14-heavy-hitters/another-day-another-title.md|main-story|Another Day, Another Title||||||
ST4bd2ef0e2d|main-story/14-heavy-hitters/arena-announcements.md|main-story|Arena Announcements||||||
STc8adcee73d|main-story/14-heavy-hitters/bloodied-sands.md|main-story|Bloodied Sands||||||
STca8d9cb9c1|main-story/14-heavy-hitters/deathmatch-wrecking-ball.md|main-story|Deathmatch Wrecking Ball||||||
ST4d32fd6213|main-story/14-heavy-hitters/thirst-for-revenge.md|main-story|Thirst For Revenge||||||
ST04c3f513d4|main-story/14-heavy-hitters/untamed-and-unbroken.md|main-story|Untamed and Unbroken||||||
ST3ac42a6b1f|main-story/15-part-the-mistveil/part-1-the-tiger-in-the-mist.md|main-story|Part 1: The Tiger in the Mist||||||
ST37b0bbc374|main-story/15-part-the-mistveil/part-2-the-tapestry-unfolds.md|main-story|Part 2: The Tapestry Unfolds||||||
ST54be02bbbd|main-story/15-part-the-mistveil/part-3-the-serpents-strike.md|main-story|Part 3: The Serpent's Strike||||||
STbe95dc642a|main-story/15-part-the-mistveil/part-4-the-hare-and-the-snake.md|main-story|Part 4: The Hare and the Snake||||||
STb2754b7fb9|main-story/16-rosetta/battle-of-isenloft.md|main-story|Battle of Isenloft||||||
ST8d45814e3e|main-story/16-rosetta/essence-of-decay.md|main-story|Essence of Decay||||||
ST0e6de35a1b|main-story/16-rosetta/roots-of-change.md|main-story|Roots of Change||||||
ST7f19e7c9a7|main-story/16-rosetta/secret-of-the-aetherscribes.md|main-story|Secret of the Aetherscribes||||||
ST9baf9d1827|main-story/16-rosetta/seeds-of-renewal.md|main-story|Seeds of Renewal||||||
STefc179ab23|main-story/16-rosetta/to-halt-the-dark.md|main-story|To Halt the Dark||||||
STf2e2d6afa7|main-story/17-the-hunted/boom-town-boom.md|main-story|Boom Town Boom||||||
ST12185cdc8a|main-story/17-the-hunted/children-of-chaos.md|main-story|Children of Chaos||||||
ST680475ab8e|main-story/17-the-hunted/cleanse-the-corruption.md|main-story|Cleanse the Corruption||||||
ST180c72d2d2|main-story/17-the-hunted/hunter-and-hunted-both.md|main-story|Hunter and Hunted Both||||||
ST42b55b9aa1|main-story/17-the-hunted/mark-of-a-traitor.md|main-story|Mark of a Traitor||||||
ST7bfe1edd5b|main-story/17-the-hunted/splinter-soul.md|main-story|Splinter Soul||||||
STa09c209240|main-story/18-high-seas/a-kraken-good-tale.md|main-story|A Kraken Good Tale||||||
